Name,Team,date,2B,3B,OPS,IBB,SB,CS,TB,DP,BB,HBP,K,HIT,SLG,OBP,PA,AB,BA,RBI,HR,SH,SF,R
강경학,한화,2015년 08월 07일,0.0,0.0,1.115,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.1,2.0,0.5,0.615,5.7,4.7,0.5,0.9,0.0,0.0,0.0,1
강경학,한화,2015년 08월 08일,0.0,0.0,1.62,0.0,0.9,0.0,3.2,0.0,0.2,0.0,0.3,3.2,0.8,0.82,6.8,4.8,0.8,0.2,0.0,0.0,1.8,1
강경학,한화,2015년 08월 09일,0.0,0.0,0.86,0.0,0.2,0.0,0.8,0.0,1.9,0.0,0.1,0.8,0.2,0.66,6.2,3.0,0.2,0.1,0.0,0.0,1.3,0
강경학,한화,2015년 08월 11일,0.0,0.0,1.5253,0.0,0.1,0.9,2.1,0.0,0.4,0.9,0.9,2.1,0.6753,0.85,5.2,3.5,0.6753,0.0,0.0,0.0,0.4,1
강경학,한화,2015년 08월 12일,0.0,0.0,1.3837,0.0,0.0,0.2,1.3,0.0,1.1,0.2,0.2,1.3,0.5834,0.8003,5.8,2.6,0.5834,0.0,0.0,0.0,1.9,2
강경학,한화,2015년 08월 13일,0.0,0.0,1.4254,0.0,0.0,0.1,2.2,0.0,1.1,1.0,1.0,2.2,0.6167,0.8087,6.8,4.3,0.6167,0.0,0.0,0.0,0.4,0
강경학,한화,2015년 08월 14일,0.0,0.0,0.9351,0.0,0.0,0.0,1.4,0.0,0.3,1.1,1.1,1.4,0.375,0.5601,6.2,4.6,0.375,0.0,0.0,0.0,0.2,1
강경학,한화,2015년 08월 15일,0.0,0.0,0.6067,0.0,0.0,0.0,1.3,0.0,0.1,0.3,0.3,1.3,0.28,0.3267,6.1,5.7,0.28,0.0,0.0,0.0,0.0,0
강경학,한화,2015년 08월 16일,0.0,0.0,0.595,0.0,0.0,0.0,1.2,0.0,0.0,0.1,1.0,1.2,0.29,0.305,6.0,5.0,0.29,0.0,0.0,0.0,0.9,1
강경학,한화,2015년 08월 18일,0.0,0.9,1.985,0.0,0.0,0.0,4.8,0.0,0.9,0.0,0.2,3.0,1.195,0.79,6.0,4.9,0.745,0.9,0.0,0.0,0.2,0
강경학,한화,2015년 08월 19일,0.0,0.2,1.0603,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.1,1.6,0.5747,0.4847,5.1,3.9,0.4747,0.2,0.0,0.0,1.0,0
강경학,한화,2015년 08월 20일,0.0,0.1,0.5634,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.5,0.1916,0.3716,4.9,3.7,0.1416,0.1,0.0,0.0,0.2,0
강경학,한화,2015년 08월 21일,0.0,0.0,0.3417,0.0,0.0,0.0,0.1,0.0,1.1,0.0,0.9,0.1,0.0333,0.3083,4.8,3.6,0.0333,0.0,0.0,0.0,0.1,2
강경학,한화,2015년 08월 22일,0.0,0.0,0.435,0.0,0.0,0.0,0.9,0.0,0.3,0.0,1.1,0.9,0.18,0.255,5.7,5.4,0.18,0.0,0.0,0.0,0.0,1
강경학,한화,2015년 08월 23일,0.0,0.0,0.825,0.0,0.0,0.0,2.0,0.0,0.1,0.0,1.2,2.0,0.4,0.425,5.9,5.8,0.4,0.0,0.0,0.0,0.0,0
강경학,한화,2015년 09월 08일,0.0,0.0,0.425,0.0,0.0,0.0,0.5,0.0,0.9,0.0,1.2,0.5,0.1,0.325,6.0,4.2,0.1,0.9,0.0,0.0,0.9,0
강경학,한화,2015년 09월 09일,0.0,0.0,0.58,0.0,0.0,0.0,1.1,0.0,0.2,0.0,2.1,1.1,0.265,0.315,5.1,4.7,0.265,0.2,0.0,0.0,0.2,0
강경학,한화,2015년 09월 11일,0.0,0.0,0.125,0.0,0.0,0.0,0.2,0.0,0.1,0.0,1.4,0.2,0.05,0.075,4.9,3.8,0.05,1.0,0.0,0.9,0.1,0
강경학,한화,2015년 09월 13일,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.2,0.1,0.025,0.025,5.7,5.5,0.025,0.2,0.0,0.2,0.0,2
강경학,한화,2015년 09월 15일,0.0,0.0,0.7497,0.0,0.0,0.0,0.9,0.0,0.9,0.0,1.4,0.9,0.2997,0.45,5.0,4.0,0.2997,0.1,0.0,0.1,0.0,1
강경학,한화,2015년 09월 17일,0.0,0.0,1.4419,0.0,0.0,0.0,2.0,0.0,1.1,0.0,0.4,2.0,0.6669,0.775,4.9,3.8,0.6669,1.8,0.0,0.0,0.0,1
강경학,한화,2015년 09월 18일,0.0,0.9,1.4917,0.0,0.0,0.0,3.2,0.0,0.3,0.0,0.1,1.4,1.0667,0.425,4.8,3.6,0.4664,1.3,0.0,0.9,0.0,0
강경학,한화,2015년 09월 19일,0.0,0.2,0.3917,0.0,0.0,0.0,0.8,0.0,0.1,0.0,1.8,0.4,0.2667,0.125,3.9,3.6,0.1333,0.4,0.0,0.2,0.0,0
강경학,한화,2015년 09월 20일,0.0,0.1,0.125,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.1,0.1,0.025,4.6,4.5,0.0333,0.1,0.0,0.1,0.0,0
강경학,한화,2015년 09월 25일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0
강경학,한화,2015년 09월 26일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,3.9,3.9,0.0,0.0,0.0,0.0,0.0,1
강경학,한화,2015년 10월 02일,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,2.7,0.0,1.2,0.0,0.0,0.54,5.5,2.8,0.0,0.0,0.0,0.0,0.0,0
강경학,한화,2015년 10월 03일,0.9,0.0,1.245,0.0,0.0,0.0,2.7,0.0,0.6,0.0,1.2,1.8,0.675,0.57,5.8,4.3,0.45,0.9,0.0,0.0,0.9,0
강경학,한화,2016년 04월 06일,0.2,0.0,0.9103,0.0,0.0,0.0,1.5,0.0,0.3,0.0,1.2,1.3,0.4497,0.4597,5.1,3.7,0.3997,0.2,0.0,0.0,1.1,1
강경학,한화,2016년 04월 08일,0.1,0.0,1.3834,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.3,1.3,1.0416,0.3416,4.9,4.6,0.3416,1.0,0.9,0.0,0.3,1
강경학,한화,2016년 04월 09일,0.0,0.0,0.7667,0.0,0.0,0.0,0.9,0.0,0.9,0.9,0.1,0.3,0.2333,0.5333,4.8,2.9,0.0833,1.1,0.2,0.0,0.1,0
강경학,한화,2016년 04월 10일,0.0,0.0,0.225,0.0,0.0,0.0,0.4,0.0,0.2,0.2,1.8,0.1,0.1,0.125,4.8,4.4,0.025,0.3,0.1,0.0,0.0,0
강경학,한화,2016년 04월 15일,0.0,0.0,0.95,0.0,0.0,0.0,1.8,0.0,0.1,0.1,0.4,1.8,0.45,0.5,4.8,4.6,0.45,0.1,0.0,0.0,0.0,0
강경학,한화,2016년 04월 19일,0.0,0.0,0.65,0.0,0.0,0.0,1.3,1.8,0.0,0.0,0.2,1.3,0.325,0.325,4.8,4.8,0.325,0.0,0.0,0.0,0.0,0
강경학,한화,2016년 06월 17일,0.0,0.0,0.425,0.0,0.0,0.0,0.4,0.4,0.9,0.0,1.8,0.4,0.1,0.325,4.8,3.9,0.1,0.0,0.0,0.0,0.0,0
강경학,한화,2016년 06월 18일,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.2,0.0,3.1,0.1,0.025,0.075,4.8,3.7,0.025,0.0,0.0,0.0,0.9,0
강경학,한화,2016년 06월 21일,0.0,0.0,0.5497,0.0,0.0,0.0,0.9,0.0,0.1,0.0,1.7,0.9,0.2997,0.25,4.8,3.6,0.2997,0.9,0.0,0.9,0.2,0
강경학,한화,2016년 06월 23일,0.0,0.0,0.1166,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.3,0.2,0.0666,0.05,4.8,3.6,0.0666,0.2,0.0,0.2,1.0,0
강경학,한화,2016년 06월 24일,0.0,0.0,0.5083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3,1.0,0.2583,0.25,5.7,4.5,0.2583,0.1,0.0,0.1,1.1,0
강경학,한화,2016년 06월 25일,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.5,0.2,0.05,0.05,5.0,4.7,0.05,0.0,0.0,0.0,0.3,0
강경학,한화,2016년 07월 12일,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,0.1,0.025,0.025,4.9,4.8,0.025,0.0,0.0,0.0,0.1,1
강경학,한화,2016년 07월 13일,0.0,0.0,0.7497,0.0,0.0,0.0,0.9,0.0,0.9,0.0,1.8,0.9,0.2997,0.45,4.8,3.9,0.2997,0.0,0.0,0.0,0.0,1
강경학,한화,2016년 07월 14일,0.0,0.0,0.6166,0.0,0.0,0.0,1.1,0.0,0.2,0.0,0.6,1.1,0.2916,0.325,4.8,4.6,0.2916,0.0,0.0,0.0,0.0,2
강경학,한화,2016년 07월 19일,0.0,0.9,1.5333,0.0,0.0,0.0,3.0,0.0,0.1,0.9,1.0,1.2,0.9833,0.55,4.8,3.8,0.383,0.0,0.0,0.0,0.0,2
강경학,한화,2016년 07월 21일,0.9,1.1,2.5253,0.0,0.0,0.0,5.2,0.0,0.9,0.2,0.2,2.1,1.7253,0.8,5.7,3.7,0.6919,2.7,0.0,0.0,0.9,1
강경학,한화,2016년 07월 24일,0.2,0.3,0.9934,0.0,0.0,0.0,2.2,0.9,0.2,0.1,0.1,1.4,0.6134,0.38,5.9,5.4,0.3467,0.6,0.0,0.0,0.2,0
강경학,한화,2017년 04월 02일,0.1,0.1,0.3217,0.0,0.0,0.0,0.7,0.2,0.1,0.0,0.9,0.4,0.2067,0.115,5.1,4.9,0.1067,0.3,0.0,0.0,0.1,0
강경학,한화,2017년 04월 04일,0.0,0.0,0.3397,0.0,0.0,0.0,1.0,0.1,0.0,0.0,2.0,1.0,0.1703,0.1703,6.7,6.7,0.1703,0.9,0.0,0.0,0.0,0
강경학,한화,2017년 04월 23일,0.0,0.0,1.8666,0.0,0.0,0.0,2.0,0.0,0.9,0.0,0.5,2.0,0.9334,0.9334,4.3,3.4,0.9334,2.0,0.0,0.0,0.0,3
강경학,한화,2017년 05월 28일,0.9,0.0,1.4233,0.0,0.0,0.0,3.2,0.0,1.1,0.0,0.2,2.3,0.7567,0.6667,6.6,5.5,0.5767,0.5,0.0,0.0,0.0,1
강경학,한화,2017년 06월 15일,0.2,0.0,0.6,0.0,0.0,0.0,0.8,0.0,1.2,0.0,0.9,0.6,0.22,0.38,6.0,4.8,0.18,0.2,0.0,0.0,0.0,0
강경학,한화,2017년 06월 18일,0.1,0.0,0.375,0.0,0.0,0.0,0.3,0.9,1.2,0.0,1.1,0.2,0.06,0.315,5.2,4.0,0.04,0.0,0.0,0.0,0.0,1
강경학,한화,2017년 06월 29일,0.9,0.0,0.97,0.0,0.0,0.0,2.7,0.2,0.3,0.0,1.2,1.8,0.54,0.43,5.8,5.5,0.36,0.9,0.0,0.0,0.0,0
강경학,한화,2017년 07월 04일,0.2,0.0,0.675,0.0,0.0,0.0,0.6,0.1,0.1,0.9,1.2,0.4,0.12,0.555,3.2,2.2,0.08,0.2,0.0,0.0,0.0,0
강경학,한화,2017년 07월 06일,0.1,0.0,0.8003,0.0,0.0,0.0,1.2,0.0,0.0,0.2,0.3,1.1,0.3597,0.4397,3.6,3.4,0.3397,0.1,0.0,0.0,0.0,0
강민호,롯데,2015년 04월 03일,0.0,0.0,0.39,0.0,0.0,0.0,0.1,0.0,1.1,0.3,1.3,0.1,0.025,0.365,4.9,3.5,0.025,0.0,0.0,0.0,0.0,0
강민호,롯데,2015년 04월 05일,0.0,0.0,0.55,0.0,0.0,0.0,0.9,0.0,0.3,0.1,0.3,0.9,0.225,0.325,4.8,4.4,0.225,0.0,0.0,0.0,0.0,3
강민호,롯데,2015년 04월 08일,0.0,0.0,3.185,0.0,0.0,0.0,11.9,0.0,0.1,0.0,0.1,3.8,2.39,0.795,5.7,5.6,0.77,7.2,2.7,0.0,0.0,0
강민호,롯데,2015년 04월 09일,0.0,0.0,0.73,0.0,0.0,0.0,2.7,0.0,0.0,0.0,2.7,0.9,0.545,0.185,5.0,5.0,0.185,1.6,0.6,0.0,0.0,0
강민호,롯데,2015년 04월 10일,0.0,0.0,1.0897,0.0,0.0,0.0,2.2,0.0,0.0,0.9,0.6,1.3,0.5597,0.53,4.9,4.0,0.3797,0.8,0.3,0.0,0.0,2
강민호,롯데,2015년 04월 12일,0.0,0.0,0.8416,0.0,0.0,0.0,0.2,0.0,2.7,0.2,1.2,0.2,0.0666,0.775,4.8,1.9,0.0666,0.0,0.0,0.0,0.0,3
강민호,롯데,2015년 04월 14일,0.0,0.0,0.533,0.0,0.0,0.0,0.1,0.0,2.4,0.1,1.1,0.1,0.0333,0.4997,6.6,4.1,0.0333,0.0,0.0,0.0,0.0,1
강민호,롯데,2015년 04월 18일,0.0,0.0,0.7419,0.0,0.0,0.0,0.0,0.0,1.6,0.9,0.3,0.0,0.0,0.7419,4.3,1.8,0.0,0.0,0.0,0.0,0.0,0
강민호,롯데,2015년 04월 21일,0.0,0.0,0.8867,0.0,0.0,0.0,1.8,0.0,0.4,0.2,1.9,1.8,0.36,0.5267,5.7,5.1,0.36,0.9,0.0,0.0,0.0,0
강민호,롯데,2015년 04월 22일,0.0,0.0,0.9764,0.0,0.0,0.0,1.3,0.0,1.0,0.1,1.3,1.3,0.3797,0.5967,4.9,3.8,0.3797,1.1,0.0,0.0,0.0,1
강민호,롯데,2015년 04월 23일,0.0,0.0,1.3716,0.0,0.0,0.0,4.0,0.0,0.2,0.0,0.4,1.3,1.0066,0.365,4.9,4.7,0.3316,1.2,0.9,0.0,0.0,0
강민호,롯데,2015년 04월 25일,0.0,0.0,0.5583,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.1,0.3,0.2333,0.325,4.8,3.8,0.0833,0.3,0.2,0.0,0.0,1
강민호,롯데,2015년 04월 26일,0.9,0.0,0.715,0.0,0.0,0.0,2.2,0.9,0.2,0.0,0.0,1.0,0.46,0.255,5.7,5.5,0.205,0.1,0.1,0.0,0.0,1
강민호,롯데,2015년 04월 28일,1.1,0.0,2.395,0.0,0.0,0.0,6.7,0.2,0.1,0.0,0.0,2.9,1.655,0.74,5.0,4.9,0.715,4.5,0.9,0.0,0.0,1
강민호,롯데,2015년 04월 30일,0.3,0.0,1.3097,0.0,0.0,0.0,2.5,0.1,0.9,0.0,1.8,1.6,0.6897,0.62,4.9,4.0,0.4697,1.0,0.2,0.0,0.0,1
강민호,롯데,2015년 05월 01일,0.1,0.0,0.6416,0.0,0.0,0.0,0.9,0.0,1.1,0.0,1.3,0.5,0.2416,0.4,4.8,3.7,0.1416,0.5,0.1,0.0,0.0,0
강민호,롯데,2015년 05월 02일,0.9,0.0,0.9433,0.0,0.0,0.0,1.9,0.0,1.2,0.0,2.2,1.0,0.4833,0.46,5.7,4.5,0.2583,0.0,0.0,0.0,0.0,1
강민호,롯데,2015년 05월 03일,0.2,0.0,0.655,0.0,0.0,0.0,1.3,0.0,0.3,0.0,0.5,1.1,0.325,0.33,5.0,4.7,0.275,0.0,0.0,0.0,0.0,1
강민호,롯데,2015년 05월 05일,0.1,0.0,1.45,0.0,0.0,0.0,4.9,0.0,0.1,0.0,1.1,2.1,1.0,0.45,5.8,5.7,0.435,3.6,0.9,0.0,0.0,1
강민호,롯데,2015년 05월 06일,0.0,0.0,1.905,0.0,0.0,0.0,5.6,0.0,0.0,0.0,1.1,2.3,1.35,0.555,5.0,5.0,0.555,1.7,1.1,0.0,0.0,0
강민호,롯데,2015년 05월 07일,0.9,0.0,1.165,0.0,0.0,0.0,3.3,0.0,0.0,0.0,2.1,1.5,0.8,0.365,4.9,4.9,0.365,0.6,0.3,0.0,0.0,0
강민호,롯데,2015년 05월 08일,0.2,0.0,1.6003,0.0,0.0,0.0,2.7,0.0,0.9,0.0,1.4,2.2,0.8253,0.775,4.8,3.9,0.7003,0.1,0.1,0.0,0.0,0
강민호,롯데,2015년 05월 09일,0.1,0.0,1.6337,0.0,0.0,0.0,2.4,0.0,0.2,0.9,1.3,2.3,0.7837,0.85,4.8,3.7,0.7587,0.9,0.0,0.0,0.0,1
강민호,롯데,2015년 05월 10일,0.0,0.0,1.5501,0.0,0.0,0.0,4.2,0.0,0.1,0.2,1.2,1.5,1.1001,0.45,4.8,4.5,0.4251,1.1,0.9,0.0,0.0,1
강민호,롯데,2015년 05월 12일,0.0,0.0,0.6167,0.0,0.0,0.0,1.0,0.0,0.9,0.1,2.1,0.4,0.2667,0.35,4.8,3.8,0.1167,0.3,0.2,0.0,0.0,1
강민호,롯데,2015년 05월 14일,0.0,0.0,0.9247,0.0,0.0,0.0,1.3,0.9,1.1,0.0,1.4,1.0,0.3997,0.525,4.8,3.7,0.3247,1.0,0.1,0.0,0.0,1
강민호,롯데,2015년 05월 15일,0.0,0.0,2.3669,0.0,0.0,0.0,4.7,0.2,1.2,0.0,1.3,2.0,1.5669,0.8,4.8,3.6,0.6669,1.1,0.9,0.0,0.0,0
강민호,롯데,2015년 05월 16일,0.0,0.9,1.4667,0.0,0.0,0.0,4.7,0.1,0.3,0.0,3.0,2.3,0.967,0.4997,6.6,6.3,0.4664,1.2,0.2,0.0,0.0,2
강민호,롯데,2015년 05월 17일,0.9,0.2,2.3317,0.0,0.0,0.0,6.7,0.0,1.0,0.0,1.6,2.4,1.6501,0.6816,6.1,5.1,0.5833,3.9,1.0,0.0,0.0,2
강민호,롯데,2015년 05월 19일,0.2,0.1,2.6953,0.0,0.0,0.0,6.1,0.0,0.2,0.9,0.5,2.4,1.867,0.8283,5.2,4.1,0.7336,2.7,1.1,0.0,0.0,0
강민호,롯데,2015년 05월 20일,0.1,0.0,0.9184,0.0,0.0,0.0,1.6,0.9,1.0,0.2,1.0,0.6,0.4834,0.435,4.9,3.7,0.1834,0.8,0.3,0.0,0.0,0
강민호,롯데,2015년 05월 21일,0.0,0.0,0.5167,0.0,0.0,0.0,0.5,0.2,1.1,0.1,2.0,0.2,0.1667,0.35,4.8,3.6,0.0667,0.2,0.1,0.0,0.0,0
강민호,롯데,2015년 05월 23일,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.3,0.9,1.4,0.0,0.0,0.3,4.8,3.6,0.0,0.0,0.0,0.0,0.0,2
강민호,롯데,2015년 05월 24일,0.0,0.0,2.2503,0.0,0.0,0.0,4.5,0.0,1.0,0.2,1.3,1.8,1.5003,0.75,4.8,3.6,0.6003,2.7,0.9,0.0,0.0,2
강민호,롯데,2015년 05월 26일,0.0,0.0,3.5837,0.0,0.0,0.0,8.2,0.9,1.1,0.1,0.3,2.2,2.7337,0.85,4.8,3.6,0.7337,3.3,2.0,0.0,0.0,0
강민호,롯데,2015년 05월 27일,0.9,0.0,2.1401,0.0,0.0,0.0,4.8,0.2,0.3,0.9,1.0,2.4,1.3751,0.765,5.7,4.5,0.6501,3.6,0.5,0.0,0.0,0
강민호,롯데,2015년 05월 29일,0.2,0.0,1.5117,0.0,0.0,0.0,3.2,0.1,0.1,0.2,2.0,2.4,0.8667,0.645,5.0,4.7,0.6167,0.9,0.2,0.0,0.0,0
강민호,롯데,2015년 05월 30일,0.1,0.0,1.46,0.0,0.0,0.0,1.6,0.0,1.8,0.1,0.5,1.5,0.625,0.835,4.9,3.0,0.6,1.2,0.0,0.0,0.0,0
강민호,롯데,2015년 05월 31일,0.0,0.0,0.53,0.0,0.0,0.0,0.4,0.0,1.3,0.0,2.0,0.4,0.15,0.38,5.7,4.4,0.15,0.2,0.0,0.0,0.0,0
