Name,Team,date,2B,3B,ERA,K/BB,OPS,WHIP,IBB,BB,HBP,K,GS,S,W,HIT,SO,CG,INNING,ER,GP,BF,BA,PA,PITCH,L,HOLD,HR,GA
구창모,NC,2016년 09월 03일,0.0,0.0,1.035,2.967,0.5206,1.29,0.0,2.9,0.2,6.5,1.0,0.0,0.9,3.6,0.0,0.0,4.86,0.4,1.0,18.0,0.2,21.1,89.0,0.0,0.0,0.0,3
구창모,NC,2016년 09월 08일,0.7,0.0,7.271,2.267,0.8391,1.442,0.0,1.7,0.1,3.4,1.0,0.0,0.3,3.2,0.0,0.0,3.08,2.2,1.0,13.2,0.2511,15.0,64.6,0.0,0.0,0.7,4
구창모,NC,2016년 09월 14일,0.2,0.0,6.471,2.2,0.7845,1.393,0.0,1.8,0.0,4.0,1.0,0.0,0.1,5.2,0.0,0.0,4.6,3.4,1.0,18.9,0.2748,20.7,89.9,0.0,0.0,0.9,2
구창모,NC,2016년 09월 20일,0.8,0.0,4.383,2.231,0.7233,1.251,0.0,2.6,0.0,5.9,1.0,0.0,0.7,4.3,0.0,0.0,5.46,2.5,1.0,20.0,0.2182,22.6,98.8,0.0,0.0,1.0,6
구창모,NC,2016년 09월 25일,0.9,0.0,12.575,2.066,1.1544,2.055,0.0,1.5,0.0,3.2,1.0,0.0,0.2,6.3,0.0,0.0,3.89,5.0,1.0,17.5,0.3734,19.7,80.0,0.7,0.0,1.7,0
구창모,NC,2016년 10월 02일,1.0,0.0,3.54,2.502,0.6921,1.437,0.0,2.6,0.0,6.7,1.0,0.0,0.8,3.9,0.0,0.0,4.72,1.4,1.0,17.9,0.2236,20.7,93.8,0.2,0.0,0.5,4
구창모,NC,2017년 04월 02일,0.3,0.0,7.92,0.965,0.9537,1.705,0.0,2.8,0.7,2.5,1.0,0.0,0.2,4.1,0.0,0.0,4.11,3.4,1.0,16.4,0.2522,20.0,91.2,0.1,0.0,1.6,5
구창모,NC,2017년 04월 08일,1.5,0.0,9.675,nan,1.0174,1.695,0.0,0.9,0.9,3.8,1.0,0.0,0.1,6.0,0.0,0.0,4.1,4.3,1.0,17.6,0.339,19.4,78.0,0.7,0.0,1.1,4
구창모,NC,2017년 04월 15일,0.4,0.0,15.75,nan,1.3701,2.625,0.0,1.7,0.3,3.0,1.0,0.0,0.0,4.6,0.0,0.0,2.6,4.2,1.0,12.2,0.3828,14.2,64.0,0.9,0.0,1.8,8
구창모,NC,2017년 04월 21일,0.2,0.0,21.525,nan,1.4287,3.106,0.0,3.2,1.5,2.4,1.0,0.0,0.0,5.7,0.0,0.0,2.9,6.9,1.0,13.6,0.4192,19.0,80.3,1.0,0.0,1.9,4
구창모,NC,2017년 04월 27일,0.7,0.0,8.7,2.119,0.8397,1.897,0.7,3.1,0.4,6.3,1.0,0.0,0.0,5.1,0.0,0.0,5.0,3.4,1.0,19.9,0.2777,23.6,96.9,0.3,0.0,0.6,0
구창모,NC,2017년 05월 03일,0.2,0.0,3.0,3.034,0.5374,1.229,0.2,2.4,0.2,6.7,1.0,0.0,0.7,4.4,0.0,0.0,5.84,1.2,1.0,22.8,0.2032,25.5,101.9,0.1,0.0,0.2,4
구창모,NC,2017년 05월 06일,0.8,0.0,12.9,2.367,1.0715,2.763,0.1,1.4,0.0,3.6,1.0,0.0,0.2,5.5,0.0,0.0,3.24,3.0,1.0,14.1,0.4751,16.2,57.0,0.7,0.0,0.0,6
구창모,NC,2017년 05월 16일,0.9,0.0,3.6,1.45,1.1182,2.421,0.0,1.8,0.0,2.5,1.0,0.0,0.1,5.1,0.0,0.0,3.12,0.8,1.0,13.5,0.4062,16.2,75.1,0.9,0.0,0.7,0
구창모,NC,2017년 05월 21일,0.3,0.0,1.8,4.6,0.8848,1.95,0.0,1.2,0.0,4.8,1.0,0.0,0.0,5.8,0.0,0.0,3.67,0.4,1.0,15.5,0.3841,17.0,75.4,0.3,0.0,0.2,3
구창모,NC,2017년 05월 27일,0.1,0.0,4.725,3.75,0.93,1.957,0.0,1.8,0.0,6.3,1.0,0.0,0.0,5.9,0.0,0.0,3.92,2.1,1.0,16.6,0.3562,18.5,75.8,0.1,0.0,0.8,0
구창모,NC,2017년 06월 02일,0.0,0.0,1.35,3.4,0.6501,1.402,0.0,1.9,0.0,6.2,1.0,0.0,0.0,4.6,0.0,0.0,4.71,0.6,1.0,17.0,0.2704,19.6,85.0,0.0,0.0,0.2,1
구창모,NC,2017년 06월 08일,0.0,0.0,1.788,2.0,0.6855,1.308,0.0,3.4,0.0,6.1,1.0,0.0,0.7,3.5,0.0,0.0,5.04,1.0,1.0,17.0,0.2062,20.6,91.7,0.0,0.0,0.8,0
구창모,NC,2017년 06월 14일,0.7,0.0,0.318,4.1,0.4667,0.865,0.0,1.7,0.0,5.3,1.0,0.0,0.9,3.8,0.0,0.0,6.44,0.2,1.0,22.6,0.1709,24.4,97.2,0.0,0.0,0.2,3
구창모,NC,2017년 06월 23일,0.2,0.7,4.884,nan,0.987,1.666,0.0,0.6,0.0,5.8,1.0,0.0,0.3,6.7,0.0,0.0,4.72,2.2,1.0,20.7,0.3297,21.3,90.2,0.7,0.0,1.5,0
구창모,NC,2017년 07월 05일,0.1,0.2,1.35,nan,0.7671,1.451,0.0,0.8,0.7,5.9,1.0,0.0,0.8,6.2,0.0,0.0,5.0,0.6,1.0,19.8,0.3172,21.3,91.7,0.2,0.0,0.4,5
구창모,NC,2017년 07월 11일,0.0,0.1,16.425,nan,0.9545,2.93,0.0,1.6,0.2,3.2,1.0,0.0,0.2,5.5,0.0,0.0,2.8,3.8,1.0,13.5,0.4217,15.3,66.3,0.8,0.0,0.2,7
구창모,NC,2017년 07월 22일,1.4,0.0,19.2,4.3,1.2539,2.709,0.0,1.2,0.1,4.5,1.0,0.0,0.1,6.5,0.0,0.0,3.0,5.9,1.0,15.3,0.4292,16.6,65.9,0.9,0.0,1.4,0
구창모,NC,2017년 07월 28일,0.4,0.0,6.45,5.3,0.7204,1.584,0.0,1.1,0.0,5.4,1.0,0.0,0.7,4.7,0.0,0.0,4.3,1.9,1.0,16.9,0.2885,18.0,73.9,0.3,0.0,0.4,3
구창모,NC,2017년 08월 03일,2.3,0.0,7.77,2.26,1.0169,2.357,0.0,3.8,0.0,4.5,1.0,0.0,0.2,4.3,0.0,0.0,3.47,2.8,1.0,13.6,0.3213,17.4,76.2,0.1,0.0,0.2,2
구창모,NC,2017년 08월 09일,0.6,0.0,4.14,1.11,0.5777,1.9,0.0,6.7,0.0,4.2,1.0,0.0,0.8,1.9,0.0,0.0,4.62,2.0,1.0,15.4,0.1329,22.1,96.1,0.0,0.0,0.0,5
구창모,NC,2017년 08월 15일,1.0,0.0,8.796,1.58,0.9752,2.086,0.0,3.5,0.0,4.0,1.0,0.0,0.2,5.5,0.0,0.0,4.18,4.2,1.0,18.4,0.2909,21.9,82.4,0.0,0.0,1.4,3
구창모,NC,2017년 08월 26일,0.9,0.0,6.216,0.45,0.9243,1.856,0.0,2.6,0.0,1.2,1.0,0.0,0.1,6.4,0.0,0.0,4.82,3.3,1.0,19.6,0.3213,23.6,91.6,0.7,0.0,1.1,7
구창모,NC,2017년 09월 02일,2.4,0.0,10.385,1.6,1.1335,2.409,0.0,2.0,0.0,3.2,1.0,0.0,0.0,10.5,0.0,0.0,4.98,6.0,1.0,24.2,0.4284,27.3,95.8,0.9,0.0,1.1,0
구창모,NC,2017년 09월 10일,0.7,0.0,2.902,nan,0.497,0.986,0.0,0.6,0.0,4.3,1.0,0.0,0.7,4.5,0.0,0.0,5.02,1.7,1.0,19.1,0.21,20.1,84.5,0.3,0.0,0.3,4
구창모,NC,2017년 09월 16일,1.7,0.0,5.906,nan,0.8109,1.393,0.0,0.9,0.7,2.1,1.0,0.0,0.2,6.5,0.0,0.0,5.08,3.5,1.0,21.4,0.2924,23.1,92.2,0.1,0.0,0.8,6
금민철,넥센,2015년 08월 29일,0.0,0.0,1.675,1.133,0.4742,1.051,0.0,1.6,0.0,2.0,1.0,0.0,0.2,3.7,0.0,0.0,4.95,0.9,1.0,18.8,0.197,20.4,77.9,0.0,0.0,0.1,3
금민철,넥센,2015년 09월 11일,1.4,0.0,9.81,1.1,1.0558,2.406,0.0,1.2,1.4,1.5,1.0,0.0,0.1,4.6,0.0,0.0,2.92,2.3,1.0,12.7,0.408,15.3,58.8,0.0,0.0,0.0,3
금민철,넥센,2016년 06월 08일,1.1,0.0,10.979,0.3,1.2527,3.402,0.0,1.7,0.4,0.3,1.0,0.0,0.0,6.3,0.0,0.0,2.37,2.8,1.0,13.7,0.4711,15.8,58.0,0.7,0.0,0.7,5
금민철,넥센,2016년 06월 24일,0.4,0.7,17.167,0.1,1.6611,2.871,0.0,1.2,0.2,0.1,1.0,0.0,0.0,5.4,0.0,0.0,2.09,4.4,1.0,10.8,0.5,13.6,46.7,0.9,0.0,1.6,2
금민철,넥센,2017년 06월 18일,0.1,0.2,9.215,0.7,1.0814,2.531,0.0,1.1,0.0,0.7,1.0,0.0,0.0,5.9,0.0,0.0,2.73,2.7,1.0,13.9,0.43,15.4,53.6,0.3,0.0,0.5,1
금민철,넥센,2017년 06월 24일,0.0,0.1,4.389,2.3,0.8299,1.563,0.0,1.7,0.0,4.4,1.0,0.0,0.7,4.5,0.0,0.0,4.31,1.6,1.0,16.6,0.2854,19.2,82.0,0.1,0.0,0.9,4
금민철,넥센,2017년 06월 30일,0.7,0.0,3.186,2.1,0.769,1.831,0.0,2.6,0.0,5.5,1.0,0.0,0.2,7.0,0.0,0.0,4.94,1.8,1.0,21.9,0.3175,24.7,95.3,0.7,0.0,0.2,2
금민철,넥센,2017년 07월 07일,2.3,0.0,3.336,2.1,0.8966,1.768,0.0,1.5,0.0,3.2,1.0,0.0,0.8,7.6,0.0,0.0,5.04,1.9,1.0,20.6,0.3688,22.9,81.5,0.2,0.0,0.1,2
금민철,넥센,2017년 07월 13일,0.7,0.0,3.558,2.35,0.7138,1.674,0.0,1.9,0.0,4.5,1.0,0.0,0.9,6.6,0.0,0.0,5.02,2.0,1.0,21.1,0.3135,23.2,93.5,0.1,0.0,0.0,6
김건한,삼성,2016년 05월 04일,1.2,0.0,11.61,1.85,1.0782,2.76,0.0,1.9,0.2,2.9,1.0,0.0,0.2,5.2,0.0,0.0,2.66,3.2,1.0,14.2,0.3839,16.3,66.1,0.1,0.0,0.7,1
김광삼,LG,2015년 08월 30일,0.8,0.0,3.152,1.317,0.605,1.275,0.0,2.1,0.2,2.8,1.0,0.0,0.0,3.7,0.0,0.0,4.18,1.6,1.0,16.8,0.2214,19.2,78.0,0.1,0.0,0.1,6
김광현,SK,2015년 04월 18일,1.0,0.0,8.238,2.219,0.8156,1.646,0.0,2.7,0.0,5.6,1.0,0.0,0.9,5.6,0.0,0.0,5.02,4.6,1.0,20.4,0.2749,23.5,99.7,0.1,0.0,0.9,4
김광현,SK,2015년 04월 25일,1.7,0.0,6.54,2.084,0.7753,1.431,0.0,2.9,0.0,5.9,1.0,0.0,1.0,5.2,0.0,0.0,5.7,4.1,1.0,22.1,0.2369,25.2,96.6,0.0,0.0,1.0,4
김광현,SK,2015년 05월 01일,0.5,0.0,4.38,2.317,0.6089,1.377,0.0,2.3,0.0,5.2,1.0,0.0,0.3,5.8,0.0,0.0,5.9,2.8,1.0,24.2,0.24,27.2,90.6,0.0,0.0,0.3,1
김광현,SK,2015년 05월 08일,0.2,0.0,1.2,nan,0.2935,0.581,0.0,0.7,0.0,3.7,1.0,0.0,0.8,3.1,0.0,0.0,6.84,0.8,1.0,24.8,0.1257,25.7,98.5,0.0,0.0,0.1,0
김광현,SK,2015년 05월 14일,0.0,0.0,0.3,nan,0.2851,0.584,0.0,0.9,0.0,6.0,1.0,0.0,0.9,3.1,0.0,0.0,6.94,0.2,1.0,24.3,0.1275,25.3,109.0,0.0,0.0,0.0,7
김광현,SK,2015년 05월 20일,2.1,0.0,12.6,nan,1.0782,2.709,0.0,3.7,0.0,1.7,1.0,0.0,0.3,5.0,0.0,0.0,4.22,4.2,1.0,17.1,0.3333,20.8,86.9,0.0,0.0,0.7,5
김광현,SK,2015년 05월 27일,0.6,0.0,8.045,1.925,0.777,2.149,0.0,3.9,0.0,5.6,1.0,0.0,0.1,6.4,0.0,0.0,4.94,4.0,1.0,22.7,0.2943,26.6,106.6,0.0,0.0,0.2,0
김광현,SK,2015년 06월 02일,0.3,0.0,3.07,1.519,0.7003,1.805,0.0,3.4,0.0,4.9,1.0,0.0,0.7,6.2,0.0,0.0,5.54,1.4,1.0,22.5,0.2816,25.9,106.1,0.0,0.0,0.1,6
김광현,SK,2015년 06월 07일,1.4,0.0,9.357,1.559,0.9643,2.594,0.0,3.8,0.7,5.9,1.0,0.0,0.2,8.2,0.0,0.0,4.59,4.6,1.0,21.1,0.3952,26.3,99.5,0.0,0.0,0.0,0
김광현,SK,2015년 06월 13일,1.1,0.0,2.492,6.767,0.4661,1.058,0.0,1.8,0.2,8.0,1.0,0.0,0.8,4.5,0.7,0.7,7.72,1.2,1.0,27.3,0.1861,29.5,111.0,0.0,0.0,0.0,4
김광현,SK,2015년 06월 19일,2.5,0.0,4.081,nan,0.6492,1.018,0.0,0.6,0.8,7.3,1.0,0.0,0.9,5.7,0.2,0.2,6.55,2.7,1.0,26.9,0.2204,28.4,96.4,0.0,0.0,0.7,2
김광현,SK,2015년 06월 26일,1.4,0.0,1.713,nan,0.6004,1.022,0.0,2.2,0.2,7.2,1.0,0.0,0.3,5.0,0.1,0.1,7.04,1.3,1.0,26.6,0.1888,29.0,102.6,0.0,0.0,0.9,3
김광현,SK,2015년 07월 02일,1.9,0.0,3.183,nan,0.989,2.138,0.0,3.4,0.1,4.9,1.0,0.0,0.1,7.9,0.0,0.0,5.52,1.9,1.0,23.3,0.3469,27.5,102.7,0.7,0.0,1.0,2
김광현,SK,2015년 07월 09일,1.2,0.0,2.648,1.133,0.8571,1.733,0.0,3.2,0.0,3.6,1.0,0.0,0.7,7.9,0.0,0.0,6.6,1.9,1.0,25.9,0.3082,29.3,102.6,0.2,0.0,1.0,1
김광현,SK,2015년 07월 28일,1.1,0.0,1.693,2.4,0.798,1.582,0.7,1.7,0.0,3.1,1.0,0.0,0.2,9.5,0.0,0.0,6.94,1.3,1.0,27.9,0.3416,29.7,102.2,0.1,0.0,0.3,2
김광현,SK,2015년 08월 02일,1.0,0.0,2.381,4.9,0.7182,1.18,0.2,1.2,0.0,5.1,1.0,0.0,0.1,7.0,0.0,0.0,6.48,1.8,1.0,25.3,0.2736,26.5,101.3,0.0,0.0,0.8,2
김광현,SK,2015년 08월 08일,1.0,0.0,0.657,5.0,0.5577,0.97,0.1,1.0,0.0,5.0,1.0,0.0,0.7,6.4,0.0,0.0,7.56,0.5,1.0,27.3,0.2343,29.0,96.2,0.0,0.0,0.2,7
김광현,SK,2015년 08월 14일,2.4,0.0,7.83,7.9,1.0177,1.961,0.0,1.0,0.0,7.9,1.0,0.0,0.2,9.5,0.0,0.0,5.72,4.4,1.0,26.2,0.3639,28.1,97.5,0.0,0.0,1.5,1
김광현,SK,2015년 08월 20일,1.4,0.0,3.42,6.5,0.7945,1.548,0.0,1.0,0.0,6.5,1.0,0.0,0.8,7.0,0.0,0.0,5.3,1.9,1.0,21.3,0.3272,22.6,92.0,0.0,0.0,0.4,0
김광현,SK,2015년 08월 29일,0.5,0.0,1.44,3.969,0.6024,1.339,0.0,2.4,0.0,7.7,1.0,0.0,0.2,5.1,0.0,0.0,5.7,0.8,1.0,21.1,0.2392,24.3,104.1,0.0,0.0,0.2,8
김광현,SK,2015년 09월 04일,1.5,0.0,30.42,1.414,1.3351,4.574,0.7,4.2,0.0,3.6,1.0,0.0,0.1,4.9,0.0,0.0,2.54,5.7,1.0,13.1,0.4198,17.5,70.7,0.7,0.0,0.7,1
김광현,SK,2015년 09월 10일,0.4,0.0,9.431,4.547,0.7267,1.842,0.2,2.0,0.0,5.4,1.0,0.0,0.7,4.9,0.0,0.0,6.44,2.3,1.0,23.7,0.2444,25.8,93.7,0.2,0.0,0.9,1
김광현,SK,2015년 09월 16일,0.2,0.0,5.337,5.44,0.6363,1.275,0.1,1.4,0.0,5.6,1.0,0.0,0.9,5.0,0.0,0.0,7.32,1.7,1.0,24.8,0.2202,26.9,99.6,0.1,0.0,1.0,4
김광현,SK,2015년 09월 21일,1.4,0.0,3.489,2.5,0.8742,1.275,0.0,2.4,0.0,3.9,1.0,0.0,1.0,5.7,0.0,0.0,6.6,2.4,1.0,22.7,0.2565,26.7,99.8,0.0,0.0,1.7,4
김광현,SK,2015년 09월 26일,1.1,0.0,5.738,5.7,0.8268,1.425,0.0,1.4,0.0,6.1,1.0,0.0,0.3,6.6,0.0,0.0,5.57,3.5,1.0,22.9,0.2892,25.5,94.5,0.7,0.0,1.2,5
김광현,SK,2015년 10월 01일,1.1,0.0,7.708,2.2,0.9413,1.766,0.0,3.3,0.7,4.5,1.0,0.0,0.1,6.2,0.0,0.0,5.19,4.6,1.0,20.0,0.3106,25.1,105.9,0.9,0.0,1.1,2
김광현,SK,2016년 04월 07일,1.0,0.0,4.008,2.3,0.7266,1.254,0.0,3.0,0.2,5.7,1.0,0.0,0.0,5.4,0.0,0.0,6.57,2.8,1.0,23.6,0.2336,27.1,104.9,1.0,0.0,1.0,1
김광현,SK,2016년 04월 13일,1.0,0.0,2.217,6.1,0.4547,0.795,0.0,1.7,0.1,7.2,1.0,0.0,0.7,3.7,0.0,0.0,6.85,1.6,1.0,23.7,0.1591,25.6,103.5,0.3,0.0,0.3,0
김광현,SK,2016년 04월 19일,0.3,0.0,0.493,7.4,0.4198,0.715,0.0,1.2,0.7,7.8,1.0,0.0,0.9,3.9,0.0,0.0,7.02,0.4,1.0,23.4,0.1668,25.3,106.5,0.1,0.0,0.1,2
김광현,SK,2016년 04월 24일,2.2,0.0,2.229,3.45,0.8526,1.599,0.0,3.1,0.2,6.6,1.0,0.0,0.3,6.7,0.0,0.0,6.3,1.5,1.0,23.1,0.2909,26.4,106.7,0.7,0.0,0.7,2
김광현,SK,2016년 04월 30일,0.6,0.0,2.175,nan,0.651,0.821,0.0,0.9,0.8,6.2,1.0,0.0,0.8,4.8,0.0,0.0,7.5,1.8,1.0,25.1,0.1948,27.5,102.2,0.2,0.0,1.6,1
김광현,SK,2016년 05월 06일,0.3,0.0,1.8,nan,0.535,1.0,0.0,1.8,0.2,4.6,1.0,0.0,0.9,4.4,0.0,0.0,6.4,1.3,1.0,22.2,0.1993,24.4,97.9,0.1,0.0,0.5,5
김광현,SK,2016년 05월 12일,1.4,0.7,3.101,nan,0.7191,1.111,0.0,1.1,0.1,2.8,1.0,0.0,0.3,6.8,0.0,0.0,6.97,2.5,1.0,27.1,0.2468,29.8,97.1,0.7,0.0,0.9,2
김광현,SK,2016년 05월 18일,2.5,0.2,2.685,1.769,0.7503,1.445,0.0,2.5,0.0,4.3,1.0,0.0,0.8,7.6,0.0,0.0,6.92,2.1,1.0,26.8,0.2815,29.7,107.4,0.2,0.0,0.2,3
