Name,Team,date,2B1,3B1,ERA1,K/BB1,OPS1,WHIP1,IBB1,BB1,HBP1,K1,GS1,S1,W1,HIT1,SO1,CG1,INNING1,ER1,GP1,BF1,BA1,PA1,PITCH1,L1,HOLD1,HR1,2B2,3B2,ERA2,K/BB2,OPS2,WHIP2,IBB2,BB2,HBP2,K2,GS2,S2,W2,HIT2,SO2,CG2,INNING2,ER2,GP2,BF2,BA2,PA2,PITCH2,L2,HOLD2,HR2,2B3,3B3,ERA3,K/BB3,OPS3,WHIP3,IBB3,BB3,HBP3,K3,GS3,S3,W3,HIT3,SO3,CG3,INNING3,ER3,GP3,BF3,BA3,PA3,PITCH3,L3,HOLD3,HR3,GA
문경찬,KIA,05월 30일,3,0,15.43,3,1.176,2.36,0,1,1,3,0,0,0,10,0,0,4.2,8,1,23,0.435,25,83,0,0,1,0,0,0,0,0.667,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,19,0,0,0,0,0,0,3,0.583,1.29,0,1,0,3,0,0,0,2,0,0,2.1,0,1,8,0.25,9,38,0,0,0,1
문경찬,KIA,06월 17일,0,0,0,0,0.667,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,19,0,0,0,0,0,0,3,0.583,1.29,0,1,0,3,0,0,0,2,0,0,2.1,0,1,8,0.25,9,38,0,0,0,0,0,4.5,0,0.875,1,0,0,0,1,0,0,0,2,0,0,2,1,1,8,0.25,8,27,0,0,1,0
문경찬,KIA,06월 21일,0,0,0,3,0.583,1.29,0,1,0,3,0,0,0,2,0,0,2.1,0,1,8,0.25,9,38,0,0,0,0,0,4.5,0,0.875,1,0,0,0,1,0,0,0,2,0,0,2,1,1,8,0.25,8,27,0,0,1,0,0,0,1.5,0.542,1.5,0,2,0,3,0,0,0,1,0,0,2,0,1,6,0.167,8,30,0,0,0,0
문경찬,KIA,06월 24일,0,0,4.5,0,0.875,1,0,0,0,1,0,0,0,2,0,0,2,1,1,8,0.25,8,27,0,0,1,0,0,0,1.5,0.542,1.5,0,2,0,3,0,0,0,1,0,0,2,0,1,6,0.167,8,30,0,0,0,0,0,0,0,0.167,0.5,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,6,13,0,0,0,0
문경찬,KIA,06월 30일,0,0,0,1.5,0.542,1.5,0,2,0,3,0,0,0,1,0,0,2,0,1,6,0.167,8,30,0,0,0,0,0,0,0,0.167,0.5,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,6,13,0,0,0,1,0,0,0,0.429,0.5,0,0,0,2,0,0,0,1,0,0,2,0,1,7,0.143,7,21,0,0,0,3
문경찬,KIA,07월 08일,0,0,0,0,0.167,0.5,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,6,13,0,0,0,1,0,0,0,0.429,0.5,0,0,0,2,0,0,0,1,0,0,2,0,1,7,0.143,7,21,0,0,0,1,0,6.75,0,0.889,1.5,0,0,0,3,0,0,0,6,0,0,4,3,1,18,0.333,18,52,0,0,1,0
문경찬,KIA,07월 10일,1,0,0,0,0.429,0.5,0,0,0,2,0,0,0,1,0,0,2,0,1,7,0.143,7,21,0,0,0,1,0,6.75,0,0.889,1.5,0,0,0,3,0,0,0,6,0,0,4,3,1,18,0.333,18,52,0,0,1,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,4,22,0,0,0,0
문승원,SK,04월 18일,1,0,5.4,5,1.03,1.6,0,1,0,5,1,0,0,7,0,0,5,3,1,21,0.333,22,88,1,0,2,1,0,3.38,0,1.073,1.5,0,0,1,3,1,0,0,8,0,0,5.1,2,1,22,0.364,24,86,0,0,2,1,0,3.86,3,0.835,1.14,0,1,0,3,1,0,0,7,0,0,7,3,1,26,0.269,27,100,1,0,2,1
문승원,SK,04월 24일,1,0,3.38,0,1.073,1.5,0,0,1,3,1,0,0,8,0,0,5.1,2,1,22,0.364,24,86,0,0,2,1,0,3.86,3,0.835,1.14,0,1,0,3,1,0,0,7,0,0,7,3,1,26,0.269,27,100,1,0,2,1,0,1.29,6,0.549,1,0,1,0,6,1,0,1,6,0,0,7,1,1,25,0.24,26,100,0,0,0,2
문승원,SK,04월 29일,1,0,3.86,3,0.835,1.14,0,1,0,3,1,0,0,7,0,0,7,3,1,26,0.269,27,100,1,0,2,1,0,1.29,6,0.549,1,0,1,0,6,1,0,1,6,0,0,7,1,1,25,0.24,26,100,0,0,0,2,0,3.6,8,0.786,1.2,0,1,0,8,1,0,0,5,0,0,5,2,1,20,0.25,21,91,0,0,1,6
문승원,SK,05월 05일,1,0,1.29,6,0.549,1,0,1,0,6,1,0,1,6,0,0,7,1,1,25,0.24,26,100,0,0,0,2,0,3.6,8,0.786,1.2,0,1,0,8,1,0,0,5,0,0,5,2,1,20,0.25,21,91,0,0,1,3,1,12.46,0,1.174,2.54,0,0,0,5,1,0,0,11,0,0,4.1,6,1,23,0.478,24,88,1,0,0,0
문승원,SK,05월 11일,2,0,3.6,8,0.786,1.2,0,1,0,8,1,0,0,5,0,0,5,2,1,20,0.25,21,91,0,0,1,3,1,12.46,0,1.174,2.54,0,0,0,5,1,0,0,11,0,0,4.1,6,1,23,0.478,24,88,1,0,0,0,0,0,1,0.291,0.71,0,3,0,3,1,0,0,2,0,0,7,0,1,22,0.091,25,98,0,0,0,5
문승원,SK,05월 19일,3,1,12.46,0,1.174,2.54,0,0,0,5,1,0,0,11,0,0,4.1,6,1,23,0.478,24,88,1,0,0,0,0,0,1,0.291,0.71,0,3,0,3,1,0,0,2,0,0,7,0,1,22,0.091,25,98,0,0,0,2,0,9,0,1.103,2.75,0,2,0,0,1,0,0,9,0,0,4,4,1,19,0.474,21,74,0,0,0,0
문승원,SK,05월 24일,0,0,0,1,0.291,0.71,0,3,0,3,1,0,0,2,0,0,7,0,1,22,0.091,25,98,0,0,0,2,0,9,0,1.103,2.75,0,2,0,0,1,0,0,9,0,0,4,4,1,19,0.474,21,74,0,0,0,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,25,0,0,0,1
문승원,SK,05월 30일,2,0,9,0,1.103,2.75,0,2,0,0,1,0,0,9,0,0,4,4,1,19,0.474,21,74,0,0,0,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,25,0,0,0,0,0,1.35,0,0.462,0.9,0,0,0,6,1,0,1,6,0,0,6.2,1,1,26,0.231,26,102,0,0,0,8
문승원,SK,06월 05일,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,25,0,0,0,0,0,1.35,0,0.462,0.9,0,0,0,6,1,0,1,6,0,0,6.2,1,1,26,0.231,26,102,0,0,0,4,0,14.4,1.5,1.099,2,0,2,0,3,1,0,0,8,0,0,5,8,1,22,0.364,24,92,1,0,1,2
문승원,SK,06월 10일,0,0,1.35,0,0.462,0.9,0,0,0,6,1,0,1,6,0,0,6.2,1,1,26,0.231,26,102,0,0,0,4,0,14.4,1.5,1.099,2,0,2,0,3,1,0,0,8,0,0,5,8,1,22,0.364,24,92,1,0,1,0,0,2.35,6,0.327,0.65,0,1,0,6,1,0,1,4,0,0,7.2,2,1,27,0.148,28,107,0,0,0,3
문승원,SK,06월 16일,4,0,14.4,1.5,1.099,2,0,2,0,3,1,0,0,8,0,0,5,8,1,22,0.364,24,92,1,0,1,0,0,2.35,6,0.327,0.65,0,1,0,6,1,0,1,4,0,0,7.2,2,1,27,0.148,28,107,0,0,0,1,0,5.4,2,1.036,1.8,0,2,1,4,1,0,0,7,0,0,5,3,1,22,0.318,25,87,0,0,2,3
문승원,SK,06월 22일,0,0,2.35,6,0.327,0.65,0,1,0,6,1,0,1,4,0,0,7.2,2,1,27,0.148,28,107,0,0,0,1,0,5.4,2,1.036,1.8,0,2,1,4,1,0,0,7,0,0,5,3,1,22,0.318,25,87,0,0,2,1,0,4.26,0,0.773,0.79,0,0,0,5,1,0,0,5,0,0,6.1,3,1,22,0.227,24,93,1,0,2,5
문승원,SK,07월 03일,1,0,5.4,2,1.036,1.8,0,2,1,4,1,0,0,7,0,0,5,3,1,22,0.318,25,87,0,0,2,1,0,4.26,0,0.773,0.79,0,0,0,5,1,0,0,5,0,0,6.1,3,1,22,0.227,24,93,1,0,2,0,1,9.64,0.67,1.253,2.57,0,3,0,2,1,0,0,9,0,0,4.2,5,1,22,0.409,25,80,0,0,2,3
문승원,SK,07월 08일,1,0,4.26,0,0.773,0.79,0,0,0,5,1,0,0,5,0,0,6.1,3,1,22,0.227,24,93,1,0,2,0,1,9.64,0.67,1.253,2.57,0,3,0,2,1,0,0,9,0,0,4.2,5,1,22,0.409,25,80,0,0,2,2,0,3.18,7,0.855,1.41,0,1,0,7,1,0,1,7,0,0,5.2,2,1,23,0.304,24,94,0,0,1,4
박근홍,삼성,06월 20일,0,0,0,3,0.65,2,0,1,0,3,0,0,0,1,0,0,1,0,1,4,0.25,5,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,3,17,0,0,0,0,0,0,1,0.143,0.5,0,1,0,1,0,0,1,0,0,0,2,0,1,6,0,7,21,0,0,0,0
박근홍,삼성,06월 22일,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,3,17,0,0,0,0,0,0,1,0.143,0.5,0,1,0,1,0,0,1,0,0,0,2,0,1,6,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,0
박근홍,삼성,06월 24일,0,0,0,1,0.143,0.5,0,1,0,1,0,0,1,0,0,0,2,0,1,6,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,0,0,0,0,0.286,0.5,0,0,0,0,0,0,1,1,0,0,2,0,1,7,0.143,7,31,0,0,0,4
박근홍,삼성,06월 27일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,0,0,0,0,0.286,0.5,0,0,0,0,0,0,1,1,0,0,2,0,1,7,0.143,7,31,0,0,0,0,0,27,2,1.431,3.75,0,1,0,2,0,0,0,4,0,0,1.1,4,1,8,0.5,9,40,0,0,1,0
박근홍,삼성,07월 07일,0,0,0,0,0.286,0.5,0,0,0,0,0,0,1,1,0,0,2,0,1,7,0.143,7,31,0,0,0,0,0,27,2,1.431,3.75,0,1,0,2,0,0,0,4,0,0,1.1,4,1,8,0.5,9,40,0,0,1,0,0,0,0,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,13,0,0,0,0
박상원,한화,04월 13일,0,0,0,0,0.5,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0,0,0,0,0,0.667,1.5,0,0,0,1,0,0,0,2,0,0,1.1,0,1,6,0.333,6,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,13,0,1,0,0
박상원,한화,04월 17일,0,0,0,0,0.667,1.5,0,0,0,1,0,0,0,2,0,0,1.1,0,1,6,0.333,6,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,0
박상원,한화,04월 19일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,1,0,0,0,0.833,1.2,0,0,0,2,0,0,0,2,0,0,1.2,0,1,6,0.333,6,17,0,1,0,0
박상원,한화,04월 21일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0,1,0,0,0,0.833,1.2,0,0,0,2,0,0,0,2,0,0,1.2,0,1,6,0.333,6,17,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.2,0,1,4,0,5,16,0,0,0,0
박상원,한화,05월 11일,1,0,0,0,0.833,1.2,0,0,0,2,0,0,0,2,0,0,1.2,0,1,6,0.333,6,17,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.2,0,1,4,0,5,16,0,0,0,0,0,0,1,0.9,3,0,1,0,1,0,0,0,2,0,0,1,0,1,5,0.4,6,25,0,0,0,0
박상원,한화,05월 22일,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.2,0,1,4,0,5,16,0,0,0,0,0,0,1,0.9,3,0,1,0,1,0,0,0,2,0,0,1,0,1,5,0.4,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0,0
박상원,한화,05월 26일,0,0,0,1,0.9,3,0,1,0,1,0,0,0,2,0,0,1,0,1,5,0.4,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0,0,0,0,0.5,0.542,1.8,1,2,0,1,0,0,0,1,0,0,1.2,0,1,6,0.167,8,24,0,0,0,0
박상원,한화,05월 29일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0,0,0,0,0.5,0.542,1.8,1,2,0,1,0,0,0,1,0,0,1.2,0,1,6,0.167,8,24,0,0,0,1,0,0,0,0.75,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0
박상원,한화,05월 30일,0,0,0,0.5,0.542,1.8,1,2,0,1,0,0,0,1,0,0,1.2,0,1,6,0.167,8,24,0,0,0,1,0,0,0,0.75,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,0,0,0.667,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,7,0,0,0,0
박상원,한화,06월 01일,1,0,0,0,0.75,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,0,0,0.667,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,7,0,0,0,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0
박상원,한화,06월 03일,0,0,0,0,0.667,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,7,0,0,0,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,0,0,0.5,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,0
박상원,한화,06월 09일,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,0,0,0.5,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,1,0,0,0,0.9,2,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,14,0,0,0,0
박상원,한화,06월 15일,0,0,0,0,0.5,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,1,0,0,0,0.9,2,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,3
박상원,한화,06월 24일,1,0,0,0,0.9,2,0,1,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,1,0,27,0,1.375,5,0,0,0,2,0,0,0,5,0,0,1,3,1,8,0.625,8,29,0,0,0,0
박상원,한화,06월 26일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,1,0,27,0,1.375,5,0,0,0,2,0,0,0,5,0,0,1,3,1,8,0.625,8,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,0
박상원,한화,06월 28일,1,0,27,0,1.375,5,0,0,0,2,0,0,0,5,0,0,1,3,1,8,0.625,8,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0
박상원,한화,06월 30일,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,1
박상원,한화,07월 06일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,6.75,0,1.4,1.5,0,0,0,1,0,0,1,2,0,0,1.1,1,1,5,0.4,6,26,0,0,1,0
박상원,한화,07월 11일,0,0,0,0,0.5,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0,0,0,6.75,0,1.4,1.5,0,0,0,1,0,0,1,2,0,0,1.1,1,1,5,0.4,6,26,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3,0.333,3,12,0,0,0,0
박세웅,롯데,06월 27일,1,0,9,0.67,0.874,2,0,3,1,2,1,0,0,5,0,0,4,4,1,15,0.333,21,88,1,0,0,1,1,9,0.83,1.079,2.75,0,6,1,5,1,0,0,5,0,0,4,4,1,15,0.333,22,89,0,0,0,1,0,3.6,0,0.773,1.6,0,0,0,5,1,0,0,8,0,0,5,2,1,22,0.364,23,102,0,0,0,2
박세웅,롯데,07월 07일,1,1,9,0.83,1.079,2.75,0,6,1,5,1,0,0,5,0,0,4,4,1,15,0.333,22,89,0,0,0,1,0,3.6,0,0.773,1.6,0,0,0,5,1,0,0,8,0,0,5,2,1,22,0.364,23,102,0,0,0,3,0,3.6,1.67,0.898,1.6,0,3,0,5,1,0,0,5,0,0,5,2,1,20,0.25,23,98,0,0,1,8
박세진,KT,04월 24일,0,0,1.69,6,0.516,0.75,0,1,0,6,1,0,0,3,0,0,5.1,1,1,19,0.158,20,86,0,0,1,1,0,3.18,2.5,0.701,1.24,0,2,0,5,1,0,1,5,0,0,5.2,2,1,22,0.227,24,79,0,0,1,1,0,13.5,1.33,1.378,2.75,0,3,0,4,1,0,0,8,0,0,4,6,1,20,0.4,23,95,1,0,3,5
박세진,KT,05월 18일,1,0,3.18,2.5,0.701,1.24,0,2,0,5,1,0,1,5,0,0,5.2,2,1,22,0.227,24,79,0,0,1,1,0,13.5,1.33,1.378,2.75,0,3,0,4,1,0,0,8,0,0,4,6,1,20,0.4,23,95,1,0,3,2,0,13.5,1,1.341,3.38,0,3,1,3,1,0,0,6,0,0,2.2,4,1,14,0.429,18,82,1,0,1,4
박세진,KT,06월 13일,1,0,13.5,1.33,1.378,2.75,0,3,0,4,1,0,0,8,0,0,4,6,1,20,0.4,23,95,1,0,3,2,0,13.5,1,1.341,3.38,0,3,1,3,1,0,0,6,0,0,2.2,4,1,14,0.429,18,82,1,0,1,3,0,15.43,0,1.167,3,0,2,0,0,1,0,0,5,0,0,2.1,4,1,12,0.417,14,54,1,0,0,1
박세진,KT,06월 20일,2,0,13.5,1,1.341,3.38,0,3,1,3,1,0,0,6,0,0,2.2,4,1,14,0.429,18,82,1,0,1,3,0,15.43,0,1.167,3,0,2,0,0,1,0,0,5,0,0,2.1,4,1,12,0.417,14,54,1,0,0,0,0,2.25,1,0.939,1.25,1,1,1,1,1,0,0,4,0,0,4,1,1,13,0.308,15,45,0,0,1,9
박시영,롯데,05월 02일,1,0,10.38,0,1.266,2.08,0,1,0,0,0,0,0,8,0,0,4.1,5,1,21,0.381,22,74,0,0,3,1,0,0,0,0.75,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,18,0,0,0,0,0,6.75,0,0.4,0.75,0,0,0,2,0,0,0,1,0,0,1.1,1,1,5,0.2,5,21,0,0,0,5
박시영,롯데,06월 06일,1,0,0,0,0.75,1,0,0,0,2,0,0,0,1,0,0,1,0,1,4,0.25,4,18,0,0,0,0,0,6.75,0,0.4,0.75,0,0,0,2,0,0,0,1,0,0,1.1,1,1,5,0.2,5,21,0,0,0,1,0,9.82,0.75,0.888,2.73,0,4,0,3,1,0,0,6,0,0,3.2,4,1,17,0.353,21,77,0,0,0,2
박시영,롯데,06월 15일,0,0,6.75,0,0.4,0.75,0,0,0,2,0,0,0,1,0,0,1.1,1,1,5,0.2,5,21,0,0,0,1,0,9.82,0.75,0.888,2.73,0,4,0,3,1,0,0,6,0,0,3.2,4,1,17,0.353,21,77,0,0,0,0,0,18,0,1.4,2,0,0,0,0,0,0,0,2,0,0,1,2,1,5,0.4,5,20,0,0,1,1
박시영,롯데,06월 20일,1,0,9.82,0.75,0.888,2.73,0,4,0,3,1,0,0,6,0,0,3.2,4,1,17,0.353,21,77,0,0,0,0,0,18,0,1.4,2,0,0,0,0,0,0,0,2,0,0,1,2,1,5,0.4,5,20,0,0,1,1,0,9,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,1,5,0.4,5,22,0,0,0,1
박시영,롯데,06월 21일,0,0,18,0,1.4,2,0,0,0,0,0,0,0,2,0,0,1,2,1,5,0.4,5,20,0,0,1,1,0,9,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,1,5,0.4,5,22,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,4,0.25,4,7,0,0,0,0
박시영,롯데,06월 23일,1,0,9,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,1,5,0.4,5,22,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,4,0.25,4,7,0,0,0,0,0,0,2,0.25,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,4,18,0,0,0,3
박정배,SK,04월 04일,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,3,12,0,0,0,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,13,0,0,0,0
박정배,SK,04월 07일,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,3,12,0,0,0,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,13,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,0
박정배,SK,04월 15일,1,0,0,0,0.75,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0.25,4,13,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,12,0,0,0,0
박정배,SK,04월 17일,0,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,12,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,1,0,1,0,0,1,0,1,4,0.25,4,22,0,0,0,0
박정배,SK,04월 19일,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0,1,4,0,4,12,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,1,0,1,0,0,1,0,1,4,0.25,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0,0
박정배,SK,04월 22일,0,0,0,0,0.5,1,0,0,0,1,0,1,0,1,0,0,1,0,1,4,0.25,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0,0,0,0,1,0.65,2,1,1,0,1,0,1,0,1,0,0,1,0,1,4,0.25,5,23,0,0,0,0
박정배,SK,04월 25일,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0,0,0,0,1,0.65,2,1,1,0,1,0,1,0,1,0,0,1,0,1,4,0.25,5,23,0,0,0,0,0,0,2,0.25,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,4,20,0,0,0,3
박정배,SK,04월 26일,0,0,0,1,0.65,2,1,1,0,1,0,1,0,1,0,0,1,0,1,4,0.25,5,23,0,0,0,0,0,0,2,0.25,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,4,20,0,0,0,1,0,27,0,2.167,3,0,0,0,1,0,0,0,3,0,0,1,3,1,6,0.5,6,16,0,0,2,0
박정배,SK,04월 28일,0,0,0,2,0.25,1,0,1,0,2,0,0,0,0,0,0,1,0,1,3,0,4,20,0,0,0,1,0,27,0,2.167,3,0,0,0,1,0,0,0,3,0,0,1,3,1,6,0.5,6,16,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,3,12,0,0,0,0
박정배,SK,05월 02일,1,0,27,0,2.167,3,0,0,0,1,0,0,0,3,0,0,1,3,1,6,0.5,6,16,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0
박정배,SK,05월 04일,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,3,8,0,0,0,1
박정배,SK,05월 09일,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,3,8,0,0,0,0,0,9,0,1.25,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,0.25,4,12,0,0,1,1
박정배,SK,05월 20일,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,3,8,0,0,0,0,0,9,0,1.25,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,0.25,4,12,0,0,1,0,0,9,1,1.4,2,0,1,0,1,0,1,0,1,0,0,1,1,1,4,0.25,5,18,0,0,1,0
박정배,SK,05월 22일,0,0,9,0,1.25,1,0,0,0,1,0,1,0,1,0,0,1,1,1,4,0.25,4,12,0,0,1,0,0,9,1,1.4,2,0,1,0,1,0,1,0,1,0,0,1,1,1,4,0.25,5,18,0,0,1,0,0,0,0,0.333,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,3,12,0,0,0,1
박정배,SK,05월 26일,0,0,9,1,1.4,2,0,1,0,1,0,1,0,1,0,0,1,1,1,4,0.25,5,18,0,0,1,0,0,0,0,0.333,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,3,12,0,0,0,1,0,9,0,1,2,0,0,0,1,0,0,0,2,0,0,1,1,1,5,0.4,5,13,0,0,0,0
