Name,Team,date,2타,3타,ERA,K/BB,OPS,WHIP,고사,볼넷,사구,삼진,선발,세이브,승,실점,안타,완봉,완투,이닝,자책,출장,타수,타율,타자,투구,패,홀드,홈런
강동연,두산,2016년 05월 04일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,12,0,0,0
강동연,두산,2016년 05월 19일,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,17,0,0,0
강동연,두산,2016년 05월 20일,0,0,0,,0.8,2,0,0,0,2,0,0,0,0,2,0,0,1,0,1,5,0.4,5,15,0,0,0
강동연,두산,2016년 05월 22일,0,0,9,,1.4,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,5,0.4,5,21,0,0,1
강동연,두산,2016년 09월 18일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
강동호,롯데,2017년 04월 23일,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,23,0,0,0
강동호,롯데,2017년 04월 27일,0,0,0,,0.167,0.27,0,0,0,1,0,0,0,0,1,0,0,3.2,0,1,12,0.083,12,34,0,0,0
강동호,롯데,2017년 05월 03일,0,0,9,,1.75,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,4,0.5,4,8,0,0,1
강동호,롯데,2017년 05월 07일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0
강동호,롯데,2017년 05월 13일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
강동호,롯데,2017년 05월 14일,1,1,8.1,0.5,0.795,1.5,0,2,0,1,0,0,0,3,3,0,0,3.1,3,1,13,0.231,15,59,0,0,0
강동호,롯데,2017년 05월 17일,0,0,6.75,,1,0.75,0,0,0,2,0,0,0,1,1,0,0,1.1,1,1,5,0.2,5,24,0,0,1
강동호,롯데,2017년 05월 25일,0,0,0,1,0.65,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,5,15,0,0,0
강동호,롯데,2017년 05월 27일,2,0,7.2,1.67,1.037,2,0,3,0,5,0,0,0,4,7,0,0,5,4,1,23,0.304,26,97,0,0,2
강동호,롯데,2017년 06월 08일,2,0,27,,1.667,4,0,0,0,1,0,0,0,3,4,0,0,1,3,1,6,0.667,6,26,0,0,0
강동호,롯데,2017년 06월 10일,1,0,6,1,1.03,1.33,0,2,0,2,0,0,0,2,2,0,0,3,2,1,9,0.222,11,52,0,0,1
강동호,롯데,2017년 06월 14일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
강동호,롯데,2017년 06월 15일,0,0,2.45,3,0.619,1.36,0,1,0,3,0,0,0,1,4,0,0,3.2,1,1,14,0.286,15,59,0,0,0
강동호,롯데,2017년 06월 20일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,8,0,0,0
강동호,롯데,2017년 06월 21일,0,0,18,0,1.75,3,0,1,0,0,0,0,0,2,2,0,0,1,2,1,4,0.5,6,20,0,0,1
강동호,롯데,2017년 06월 23일,0,1,4.5,,1.222,1.5,0,0,0,2,0,0,0,1,3,0,0,2,1,1,9,0.333,9,35,0,0,1
강동호,롯데,2017년 06월 27일,0,0,0,0.5,0.7,1.5,2,2,1,1,0,0,1,0,1,0,0,2,0,1,5,0.2,8,36,0,0,0
강동호,롯데,2017년 06월 28일,0,0,0,,0.8,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,5,0.4,5,19,0,0,0
강동호,롯데,2017년 07월 05일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0
강동호,롯데,2017년 07월 07일,0,0,0,,0.5,0.75,0,0,0,0,0,0,0,0,1,0,0,1.1,0,1,4,0.25,4,20,0,0,0
강동호,롯데,2017년 09월 14일,1,0,0,2,0.708,1.5,0,1,0,2,0,0,0,0,2,0,0,2,0,1,8,0.25,9,32,0,0,0
강승현,롯데,2016년 05월 29일,1,0,6.75,2,0.764,1.5,0,1,0,2,0,0,0,2,3,0,0,2.2,2,1,10,0.3,11,47,0,0,0
강승현,롯데,2016년 06월 05일,1,0,18,1,1.071,4,0,1,0,1,0,0,0,2,3,0,0,1,2,1,7,0.429,8,25,0,0,0
강승현,롯데,2016년 08월 06일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,8,0,0,0
강승현,롯데,2016년 08월 07일,1,0,0,3,0.844,1.71,0,1,0,3,0,0,0,0,3,0,0,2.1,0,1,9,0.333,10,41,0,0,0
강승현,롯데,2016년 08월 09일,1,0,45,0.5,2.2,7,0,2,0,1,0,0,0,5,5,0,0,1,5,1,8,0.625,10,40,0,0,2
강승현,한화,2017년 06월 08일,1,0,5.4,,1.143,1.2,0,0,0,3,0,0,0,1,2,0,0,1.2,1,1,7,0.286,7,23,0,0,1
강승현,한화,2017년 06월 14일,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
강승현,한화,2017년 06월 15일,0,0,0,1,0.65,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,5,19,0,0,0
강승현,한화,2017년 06월 17일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0
강승현,한화,2017년 06월 18일,0,0,18,2,1.4,2,0,1,0,2,0,0,0,2,1,0,0,1,2,1,4,0.25,5,20,0,0,1
강승현,한화,2017년 06월 20일,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,1.2,0,1,4,0,4,29,0,0,0
강승현,한화,2017년 06월 25일,1,0,3,1.33,0.508,1.33,0,3,0,4,0,0,0,1,1,0,0,3,1,1,10,0.1,13,54,0,1,0
강승현,한화,2017년 06월 30일,1,0,12,1,1.143,3,0,4,0,4,1,0,0,5,5,0,0,3,4,1,14,0.357,18,78,0,0,1
강승현,한화,2017년 07월 04일,1,1,9,3,1.067,2,0,1,0,3,0,0,0,2,3,0,0,2,2,1,9,0.333,10,40,0,0,0
강승현,한화,2017년 07월 06일,1,0,4.5,,0.875,1.5,0,0,0,2,0,0,0,1,3,0,0,2,1,1,8,0.375,8,23,0,0,0
강승현,한화,2017년 07월 21일,0,0,6.75,,0.5,0.75,0,0,0,1,0,0,0,1,1,0,0,1.1,1,1,4,0.25,5,18,0,0,0
강승현,한화,2017년 07월 26일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
강승현,한화,2017년 07월 29일,0,0,0,,0.667,1.29,0,0,0,1,0,0,0,0,3,0,0,2.1,0,1,9,0.333,9,32,0,0,0
강승현,한화,2017년 08월 03일,1,0,20.25,,1,3,0,0,0,1,0,0,0,3,4,0,0,1.1,3,1,9,0.444,9,29,0,0,0
강승현,한화,2017년 08월 05일,2,0,9,,1.2,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,5,0.4,5,18,0,0,0
강승현,한화,2017년 08월 08일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,12,0,0,0
강승현,한화,2017년 09월 01일,0,0,0,1,0.333,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,3,13,0,0,0
강승현,한화,2017년 09월 02일,0,0,0,,0.667,1.2,0,0,0,2,0,0,0,0,2,0,0,1.2,0,1,6,0.333,6,22,0,0,0
강승현,한화,2017년 09월 07일,0,0,9,,1,3,0,0,0,0,0,0,0,1,3,0,0,1,1,1,6,0.5,6,20,0,0,0
강승현,한화,2017년 09월 12일,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,1.1,0,1,4,0,4,16,0,0,0
강승현,한화,2017년 09월 14일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0
강승현,한화,2017년 09월 22일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,8,0,0,0
강승현,한화,2017년 09월 29일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1,5,0,5,16,0,0,0
강승현,한화,2017년 10월 03일,0,0,5.4,,0.857,1.8,0,0,0,0,0,0,0,1,3,0,0,1.2,1,1,7,0.429,7,22,0,0,0
강영식,롯데,2015년 05월 14일,0,0,18,1,1.625,5,0,1,0,1,0,0,0,4,4,0,0,1,2,1,7,0.571,8,32,0,0,1
강영식,롯데,2015년 05월 16일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0
강영식,롯데,2015년 05월 22일,1,0,18,,1.6,2,0,0,0,2,0,0,0,2,2,0,0,1,2,1,5,0.4,5,22,0,0,1
강영식,롯데,2015년 06월 21일,0,0,0,,0.4,0.75,0,0,0,2,0,0,0,0,1,0,0,1.1,0,1,5,0.2,5,25,0,0,0
강영식,롯데,2015년 06월 23일,2,0,5.4,,1.089,1.8,0,0,0,0,0,0,0,1,3,0,0,1.2,1,1,7,0.429,8,33,0,0,0
강영식,롯데,2015년 07월 22일,0,0,0,,0.8,1.5,0,0,0,2,0,0,0,0,2,0,0,1.1,0,1,5,0.4,6,21,0,0,0
강영식,롯데,2015년 07월 24일,0,0,0,2,0.65,2,0,1,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,5,24,0,0,0
강영식,롯데,2015년 07월 28일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,22,0,1,0
강영식,롯데,2015년 07월 29일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0
강영식,롯데,2015년 08월 11일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,0,1,4,0,4,14,0,0,0
강영식,롯데,2015년 08월 13일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,1,0
강영식,롯데,2015년 08월 18일,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,1.1,0,1,4,0,4,12,0,0,0
강영식,롯데,2015년 08월 19일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1,4,0,4,16,0,0,0
강영식,롯데,2015년 08월 23일,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0
강영식,롯데,2015년 08월 26일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
강영식,롯데,2015년 08월 29일,1,0,6.75,,0.75,0.75,0,0,0,2,0,0,0,1,1,0,0,1.1,1,1,4,0.25,5,20,0,0,0
강영식,롯데,2015년 09월 02일,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,26,0,1,0
강영식,롯데,2015년 09월 05일,0,0,6.75,,1,0.75,0,0,0,1,0,0,0,1,1,0,0,1.1,1,1,5,0.2,5,18,0,0,1
강영식,롯데,2015년 09월 09일,0,0,0,,0.5,0.75,0,0,0,2,0,0,0,0,1,0,0,1.1,0,1,4,0.25,4,13,0,0,0
강영식,롯데,2015년 09월 16일,0,0,0,,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,4,0.5,4,23,0,0,0
강영식,롯데,2015년 09월 18일,0,0,0,2,0.65,2,0,1,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,5,27,0,0,0
강영식,롯데,2015년 09월 22일,0,0,0,,0.667,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0.333,3,17,0,0,0
강영식,롯데,2015년 09월 24일,0,0,9,,1.25,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,4,0.25,4,14,0,0,1
강영식,롯데,2015년 10월 02일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,7,0,0,0
강영식,롯데,2015년 10월 04일,0,0,0,,0.667,1.5,0,0,0,1,0,0,1,0,1,0,0,0.2,0,1,3,0.333,3,16,0,0,0
강영식,롯데,2016년 05월 12일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2,8,0,0,0
강영식,롯데,2016년 05월 13일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0
강영식,롯데,2016년 05월 15일,0,0,0,,0.5,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,4,22,0,0,0
강영식,롯데,2016년 05월 21일,0,0,0,1,0.2,0.75,0,1,0,1,0,0,0,0,0,0,0,1.1,0,1,4,0,5,15,0,0,0
강영식,롯데,2016년 06월 08일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,8,0,1,0
강영식,롯데,2017년 04월 16일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
강윤구,넥센,2016년 09월 24일,0,0,18,0,1.4,2,0,1,0,0,1,0,0,2,1,0,0,1,2,1,4,0.25,5,18,0,0,1
강윤구,NC,2017년 04월 14일,0,0,9,0,1.316,3.5,0,3,0,0,0,0,0,2,4,0,0,2,2,1,9,0.444,13,52,0,0,1
강윤구,NC,2017년 05월 06일,0,0,7.71,4,1.152,1.71,0,1,0,4,0,0,0,5,3,0,0,2.1,2,1,11,0.273,12,57,0,0,2
강윤구,NC,2017년 05월 13일,3,0,4.5,1,1.346,3,0,1,0,1,0,0,0,1,5,0,0,2,1,1,10,0.5,11,35,0,0,0
강윤구,NC,2017년 05월 14일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,15,0,0,0
강윤구,NC,2017년 05월 18일,1,0,0,2,0.733,1.5,0,1,0,2,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,18,0,0,0
강윤구,NC,2017년 05월 19일,0,0,5.79,1,1.017,1.93,0,3,1,3,0,0,0,3,6,0,0,4.2,3,1,20,0.3,24,96,0,0,2
강윤구,NC,2017년 05월 25일,1,0,13.5,0.67,0.83,2.5,0,3,0,2,1,0,0,3,2,0,0,2,3,1,8,0.25,11,46,0,0,0
강윤구,NC,2017년 06월 20일,0,0,0,4,0.1,0.33,0,1,0,4,0,0,0,0,0,0,0,3,0,1,9,0,10,39,0,0,0
강윤구,NC,2017년 06월 25일,1,0,10.8,0.25,1.6,3.6,0,4,0,1,1,0,0,2,2,0,0,1.2,2,1,6,0.333,10,46,0,0,1
강윤구,NC,2017년 06월 28일,0,0,0,4,0.358,0.75,0,1,0,4,0,0,1,0,3,0,0,5.1,0,1,19,0.158,20,85,0,0,0
강윤구,NC,2017년 07월 09일,2,0,6,,1.135,1.33,0,0,1,3,1,0,0,2,4,0,0,3,2,1,12,0.333,13,43,0,0,1
강윤구,NC,2017년 07월 13일,0,0,6,,0.909,0.67,0,0,0,4,0,0,0,2,2,0,0,3,2,1,11,0.182,11,33,0,0,2
강윤구,NC,2017년 07월 21일,0,0,6.75,2,1.133,1.5,0,1,0,2,0,0,0,1,1,0,0,1.1,1,1,5,0.2,6,24,0,0,1
강윤구,NC,2017년 07월 25일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0
강윤구,NC,2017년 08월 04일,0,0,0,0,0.65,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,20,0,0,0
강윤구,NC,2017년 08월 05일,1,0,0,,0.6,0.75,0,0,0,2,0,0,0,0,1,0,0,1.1,0,1,5,0.2,5,23,0,0,0
강윤구,NC,2017년 08월 08일,0,0,3.6,6,0.563,1.2,0,1,0,6,1,0,0,2,5,0,0,5,2,1,19,0.263,21,78,1,0,0
강윤구,NC,2017년 08월 12일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,16,0,0,0
강윤구,NC,2017년 08월 15일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,1,2,0,2,7,0,0,0
강윤구,NC,2017년 08월 16일,0,0,0,0,0.65,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,19,0,0,0
강윤구,NC,2017년 08월 20일,0,0,11.57,,1.273,1.71,0,0,0,2,1,0,0,3,4,0,0,2.1,3,1,11,0.364,11,45,0,0,2
강윤구,NC,2017년 08월 27일,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,1.1,0,1,4,0,4,15,0,0,0
강윤구,NC,2017년 08월 30일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,11,0,0,0
강윤구,NC,2017년 09월 15일,0,0,13.5,,1.375,3,0,0,0,1,0,0,0,2,4,0,0,1.1,2,1,8,0.5,8,33,0,0,1
강윤구,NC,2017년 09월 17일,1,0,0,,0.75,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0
강장산,NC,2015년 03월 28일,0,0,18,0,1.225,5,1,2,0,0,0,0,0,2,3,0,0,1,2,1,5,0.6,8,28,0,0,0
강장산,NC,2015년 04월 08일,0,0,9,0,0.75,2,0,1,1,0,0,0,0,1,1,0,0,1,1,1,4,0.25,6,17,0,0,0
강장산,NC,2015년 04월 10일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,21,0,0,0
강장산,NC,2015년 04월 12일,1,0,5.4,,0.539,0.9,0,0,0,0,0,0,0,2,3,0,0,3.1,2,1,13,0.231,13,41,0,0,0
강장산,NC,2015년 04월 15일,0,0,0,,0.5,0.75,0,0,0,0,0,0,0,0,1,0,0,1.1,0,1,4,0.25,4,12,0,0,0
강장산,NC,2015년 04월 17일,1,0,9,1,0.9,2,0,1,0,1,0,0,0,1,1,0,0,1,1,1,4,0.25,5,23,0,0,0
강장산,NC,2015년 06월 07일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,17,0,0,0
강장산,NC,2015년 06월 24일,1,0,9,0,0.9,2,0,1,0,0,0,0,0,1,1,0,0,1,1,1,4,0.25,5,27,0,0,0
강장산,NC,2015년 06월 27일,0,0,9,0,0.971,4,0,2,0,0,0,0,0,1,2,0,0,1,1,1,5,0.4,7,27,0,0,0
강장산,NC,2015년 07월 03일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,0,1,4,0,4,16,0,0,0
강장산,NC,2015년 07월 09일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
강장산,NC,2015년 07월 11일,0,0,0,,0.667,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,6,0,0,0
강장산,NC,2015년 07월 24일,1,0,5.4,2,1.015,1.5,0,1,1,2,0,0,0,2,4,0,0,3.1,2,1,13,0.308,15,58,0,0,1
강장산,NC,2015년 07월 29일,1,0,3,0,0.536,1,0,1,1,0,0,0,0,2,2,0,0,3,1,1,12,0.167,15,51,0,0,0
강장산,NC,2015년 07월 31일,1,0,4.5,,0.778,1.5,0,0,0,1,0,0,0,1,3,0,0,2,1,1,9,0.333,9,35,0,0,0
강장산,NC,2015년 08월 04일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0
강장산,NC,2016년 04월 02일,0,0,0,0.5,0.667,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,4,20,0,0,0
강장산,NC,2016년 09월 04일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,8,0,0,0
강장산,NC,2017년 04월 15일,0,0,0,3,0.377,0.8,0,1,0,3,0,0,0,0,3,0,0,5,0,1,18,0.167,19,66,0,0,0
강장산,NC,2017년 05월 07일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,7,0,0,0
강장산,NC,2017년 05월 13일,0,0,6.75,2,0.878,2.25,0,1,0,2,0,0,0,2,5,0,0,2.2,2,1,12,0.417,13,60,0,0,0
강장산,NC,2017년 05월 18일,0,0,0,0,0.489,1.5,0,2,1,0,0,0,0,1,1,0,0,2,0,1,8,0.125,11,41,0,0,0
강장산,kt,2017년 06월 04일,0,0,0,,0.333,0.6,0,0,0,3,0,0,0,0,1,0,0,1.2,0,1,6,0.167,6,30,0,0,0
강장산,kt,2017년 06월 08일,0,0,0,,0.65,0.6,0,0,1,1,0,0,0,0,1,0,0,1.2,0,1,4,0.25,6,19,0,0,0
강장산,kt,2017년 06월 10일,0,0,0,,0.452,0.6,0,0,1,0,0,0,0,0,1,0,0,1.2,0,1,6,0.167,7,19,0,0,0
강장산,kt,2017년 06월 16일,1,0,3.86,1,1.275,1.71,0,1,0,1,0,0,0,1,3,0,0,2.1,1,1,8,0.375,11,36,0,0,1
강장산,kt,2017년 06월 20일,1,0,0,0,1.167,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,4,15,0,0,0
강장산,kt,2017년 06월 27일,0,0,0,,0.286,0.5,0,0,0,3,0,0,0,0,1,0,0,2,0,1,7,0.143,7,34,0,0,0
강장산,kt,2017년 06월 29일,1,0,9,0,1.75,3,0,1,0,0,0,0,0,1,2,0,0,1,1,1,3,0.667,4,16,0,0,0
강장산,kt,2017년 09월 16일,0,0,47.25,0,1.917,5.25,0,3,1,0,0,0,0,7,4,0,0,1.1,7,1,8,0.5,12,51,0,0,2
강장산,kt,2017년 09월 28일,0,0,0,2,0.333,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,2,0,3,12,0,0,0
강장산,kt,2017년 10월 03일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,4,0,0,0
고봉재,두산,2016년 08월 02일,0,0,0,,0.8,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,5,0.4,5,23,0,0,0
고봉재,두산,2016년 08월 03일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,16,0,0,0
고봉재,두산,2016년 08월 06일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,6,0,6,24,0,0,0
고봉재,두산,2016년 08월 10일,0,0,27,,1,3,0,0,0,1,0,0,0,3,3,0,0,1,3,1,6,0.5,6,19,0,0,0
고봉재,두산,2016년 08월 13일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,11,0,0,0
고봉재,두산,2016년 08월 20일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,12,0,0,0
고봉재,두산,2016년 08월 24일,0,0,0,,0.667,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,12,0,0,0
고봉재,두산,2016년 08월 26일,0,0,0,,0.667,1.2,0,0,0,0,0,0,0,0,2,0,0,1.2,0,1,6,0.333,6,24,0,0,0
고봉재,두산,2016년 08월 30일,0,0,0,,0.667,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0.333,3,9,0,0,0
고봉재,두산,2016년 09월 06일,0,0,0,,0.25,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,3,0,4,21,0,0,0
고봉재,두산,2016년 09월 10일,1,0,18,,1.167,3,0,0,0,0,0,0,0,2,3,0,0,1,2,1,6,0.5,6,25,0,0,0
고봉재,두산,2016년 09월 17일,0,0,3.86,,1,2.14,0,0,0,0,0,0,1,1,5,0,0,2.1,1,1,10,0.5,10,26,0,0,0
고봉재,두산,2016년 09월 29일,0,0,0,,0.8,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,5,0.4,5,21,0,0,0
고봉재,두산,2016년 10월 03일,1,0,20.25,1,1.167,3,0,1,0,1,0,0,0,3,3,0,0,1.1,3,1,6,0.5,8,35,0,0,0
고봉재,두산,2017년 06월 02일,0,0,0,0,1.1,3,0,1,0,0,0,0,0,0,2,0,0,1,0,1,4,0.5,5,18,0,0,0
고영표,kt,2015년 03월 28일,1,0,18,,1.4,3,0,0,0,2,0,0,0,2,3,0,0,1,2,1,5,0.6,6,30,0,0,0
고영표,kt,2015년 03월 31일,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1.1,0,1,5,0,5,16,1,0,0
고영표,kt,2015년 05월 08일,0,0,0,,0.452,0.6,0,0,1,2,0,0,0,0,1,0,0,1.2,0,1,6,0.167,7,20,0,0,0
고영표,kt,2015년 05월 09일,1,0,18,,1.5,4,0,0,0,0,0,0,1,2,4,0,0,1,2,1,6,0.667,6,26,0,0,0
고영표,kt,2015년 05월 27일,0,0,9,,1.071,2,0,0,0,5,0,0,0,3,6,0,0,3,3,1,14,0.429,14,55,0,0,1
고영표,kt,2015년 06월 02일,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,1.1,0,1,4,0,4,20,0,0,0
고영표,kt,2015년 06월 10일,0,0,0,,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,4,0.5,4,16,0,0,0
고영표,kt,2015년 06월 13일,0,0,7.36,,0.81,1.91,0,0,1,4,0,0,0,3,7,0,0,3.2,3,1,18,0.389,19,67,0,0,0
고영표,kt,2015년 06월 17일,1,0,0,,0.75,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,4,13,0,0,0
고영표,kt,2015년 06월 18일,0,0,0,2,0.819,2,0,1,0,2,0,0,0,0,3,0,0,2,0,1,8,0.375,9,29,0,0,0
고영표,kt,2015년 06월 23일,1,0,9,,1.15,2,0,0,0,1,0,0,1,1,2,0,0,1,1,1,4,0.5,5,14,0,0,0
고영표,kt,2015년 06월 25일,1,0,4.5,2,0.697,1.5,0,1,1,2,0,0,0,2,2,0,0,2,1,1,9,0.222,11,50,0,0,0
고영표,kt,2015년 07월 31일,0,0,0,,0.667,1.2,0,0,0,2,0,0,0,0,2,0,0,1.2,0,1,6,0.333,6,16,0,0,0
고영표,kt,2015년 08월 01일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,8,0,0,0
고영표,kt,2015년 08월 06일,0,0,0,3,0.35,0.67,0,1,1,3,0,0,1,0,1,0,0,3,0,1,10,0.1,12,59,0,0,0
고영표,kt,2015년 08월 13일,0,0,4.5,,0.714,0.5,0,0,0,1,0,0,0,1,1,0,0,2,1,1,7,0.143,7,19,0,0,1
고영표,kt,2015년 08월 19일,0,0,2.7,,0.558,0.9,0,0,1,2,0,0,0,1,3,0,0,3.1,1,1,12,0.25,13,48,0,0,0
고영표,kt,2015년 08월 22일,0,0,0,1,0.25,0.5,0,1,1,1,0,0,0,0,0,0,0,2,0,1,6,0,8,30,0,0,0
고영표,kt,2015년 08월 26일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
고영표,kt,2015년 09월 06일,0,0,0,2,0.347,0.86,0,1,0,2,0,0,0,0,1,0,0,2.1,0,1,8,0.125,9,28,0,0,0
고영표,kt,2015년 09월 10일,1,0,0,0,0.733,1.5,0,1,0,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,18,0,0,0
고영표,kt,2015년 09월 15일,0,0,3.38,0.67,0.8,2.25,0,3,1,2,0,0,0,1,3,0,0,2.2,1,1,10,0.3,14,57,0,0,0
고영표,kt,2015년 09월 20일,0,0,0,1,0.347,0.67,0,1,0,1,0,0,0,0,1,0,0,3,0,1,8,0.125,9,34,0,0,0
고영표,kt,2015년 09월 23일,1,0,2.45,2.5,0.661,1.36,0,2,1,5,0,0,0,2,3,0,0,3.2,1,1,13,0.231,17,60,0,0,0
