Name,Team,date,2타,3타,ERA,K/BB,OPS,WHIP,고사,볼넷,사구,삼진,선발,세이브,승,실점,안타,완봉,완투,이닝,자책,출장,타수,타율,타자,투구,패,홀드,홈런
김재윤,kt,2017년 06월 28일,0,0,6.75,1,0.661,2.25,0,1,0,1,0,0,0,1,2,0,0,1.1,1,1,7,0.286,8,39,0,0,0
김재윤,kt,2017년 07월 05일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,8,0,0,0
김재윤,kt,2017년 07월 27일,0,0,0,1,0.333,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,3,19,0,0,0
김재윤,kt,2017년 07월 29일,0,0,0,,0.143,0,0,0,1,1,0,0,1,0,0,0,0,1.2,0,1,6,0,7,25,0,0,0
김재윤,kt,2017년 08월 04일,1,0,0,,1.25,2,0,0,0,2,0,0,0,0,2,0,0,1,0,1,4,0.5,4,15,0,0,0
김재윤,kt,2017년 08월 05일,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,5,0,6,14,0,0,0
김재윤,kt,2017년 08월 06일,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,0,3,14,0,0,0
김재윤,kt,2017년 08월 09일,0,0,13.5,2,0.762,2.25,0,1,0,2,0,0,0,2,2,0,0,1.1,2,1,6,0.333,7,26,1,0,0
김재윤,kt,2017년 08월 11일,1,1,18,2,1.5,3,1,1,0,2,0,0,1,2,2,0,0,1,2,1,5,0.4,6,26,0,0,0
김재윤,kt,2017년 08월 18일,0,1,20.25,2,1.095,2.25,0,1,0,2,0,0,0,3,2,0,0,1.1,3,1,6,0.333,7,31,1,0,0
김재윤,kt,2017년 08월 23일,1,0,9,,1.4,3,0,0,0,0,0,0,0,1,3,0,0,1,1,1,5,0.6,6,17,1,0,0
김정빈,SK,2017년 07월 12일,0,0,9,0.5,0.75,3,0,2,0,1,0,0,0,1,1,0,0,1,1,1,4,0.25,6,26,0,0,0
김정빈,SK,2017년 07월 20일,1,0,9,1,0.619,1.5,0,2,0,2,0,0,0,2,1,0,0,2,2,1,7,0.143,9,37,0,0,0
김정인,넥센,2015년 09월 11일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
김정인,넥센,2016년 09월 09일,0,0,0,1,0.65,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,5,19,0,0,0
김정인,넥센,2016년 09월 19일,0,0,0,0,1.025,4,0,2,1,0,1,0,0,0,2,0,0,1,0,1,5,0.4,8,33,0,0,0
김정인,넥센,2017년 08월 03일,1,0,0,,0.75,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0
김정인,넥센,2017년 08월 09일,0,0,0,3,0.397,1,0,1,0,3,0,0,0,1,2,0,0,3,0,1,12,0.167,13,44,0,0,0
김정인,넥센,2017년 08월 13일,1,0,0,,0.9,1,0,0,1,2,0,0,0,0,1,0,0,1,0,1,4,0.25,5,11,0,0,0
김정인,넥센,2017년 08월 22일,1,0,0,,1.25,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0.5,4,22,0,0,0
김정인,넥센,2017년 08월 26일,2,0,18,0,1.405,4,0,1,0,0,0,0,0,2,3,0,0,1,2,1,6,0.5,7,16,0,0,0
김정인,넥센,2017년 08월 30일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
김정인,넥센,2017년 09월 01일,1,0,0,,0.75,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
김정인,넥센,2017년 09월 03일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
김정인,넥센,2017년 09월 14일,1,0,0,,0.75,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
김정인,넥센,2017년 09월 29일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,15,0,0,0
김정훈,넥센,2015년 04월 01일,1,0,9,,0.933,2,0,0,0,0,0,0,0,3,2,0,0,1,1,1,5,0.4,6,29,0,0,0
김정훈,넥센,2015년 05월 27일,0,0,0,2,0.25,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,3,0,4,14,0,0,0
김정훈,넥센,2015년 05월 28일,0,0,0,0,0.4,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,5,22,0,0,0
김정훈,넥센,2015년 06월 14일,0,0,3.86,0.67,0.489,1.71,0,3,0,2,1,0,0,1,1,0,0,2.1,1,1,8,0.125,11,59,0,0,0
김정훈,넥센,2015년 06월 26일,0,0,6.75,,1.133,0.75,0,0,1,3,0,0,0,1,1,0,0,1.1,1,1,5,0.2,6,30,0,0,1
김정훈,넥센,2015년 07월 03일,0,0,6.75,,1.071,2.25,0,0,1,1,0,0,0,1,3,0,0,1.1,1,1,6,0.5,8,29,1,0,0
김정훈,넥센,2015년 07월 09일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,17,0,0,0
김정훈,넥센,2015년 07월 30일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0
김정훈,넥센,2015년 07월 31일,2,0,5.4,,1.143,1.8,0,0,0,0,0,0,0,1,3,0,0,1.2,1,1,7,0.429,7,21,0,1,0
김정훈,넥센,2015년 08월 04일,1,0,27,1,1.371,4,0,1,0,1,0,0,0,3,3,0,0,1,3,1,5,0.6,7,26,0,0,0
김정훈,넥센,2015년 08월 06일,0,0,9,0,1.121,2.5,0,2,0,0,0,0,0,2,3,0,0,2,2,1,9,0.333,11,37,0,0,1
김정훈,넥센,2016년 04월 01일,0,0,0,0,0.65,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,22,0,0,0
김정훈,넥센,2016년 04월 05일,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,19,0,0,0
김정훈,넥센,2016년 04월 08일,0,0,0,,0.833,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0.333,5,19,0,0,0
김정훈,넥센,2016년 04월 13일,0,0,9,0,0.833,2,0,1,0,0,0,0,0,1,1,0,0,1,1,1,3,0.333,5,17,1,0,0
김정훈,넥센,2016년 05월 14일,1,1,11.25,3,1.29,2.5,0,1,0,3,0,0,0,5,9,0,0,4,5,1,19,0.474,20,89,0,0,1
김정훈,넥센,2016년 05월 19일,0,1,9,,1,1.33,0,0,0,0,0,0,0,3,4,0,0,3,3,1,13,0.308,13,53,0,0,1
김정훈,넥센,2016년 05월 26일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,0,1,4,0,4,12,0,0,0
김정훈,넥센,2016년 05월 31일,0,0,6.75,0.33,1,3,0,3,0,1,0,0,0,1,1,0,0,1.1,1,1,3,0.333,8,30,0,0,0
김정훈,넥센,2016년 06월 02일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,22,0,0,0
김정훈,넥센,2016년 06월 07일,0,0,10.8,,1.714,1.8,0,0,0,1,0,0,0,2,3,0,0,1.2,2,1,7,0.429,7,22,0,0,2
김정훈,넥센,2016년 06월 09일,1,0,5.79,0.67,0.708,1.93,0,3,0,2,0,0,0,7,6,0,0,4.2,3,1,21,0.286,24,82,0,0,0
김정훈,넥센,2016년 06월 23일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,16,0,0,0
김정훈,넥센,2016년 06월 25일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김정훈,넥센,2016년 06월 28일,2,0,14.73,1,1.056,1.64,0,1,1,1,0,0,0,6,5,0,0,3.2,6,1,15,0.333,18,55,0,0,1
김정훈,넥센,2016년 07월 01일,0,0,27,2,1.6,4.5,0,1,0,2,0,0,0,4,5,0,0,1.1,4,1,8,0.625,10,44,0,0,1
김정훈,넥센,2016년 07월 08일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,14,0,0,0
김정훈,넥센,2016년 07월 19일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,16,0,0,0
김정훈,넥센,2016년 07월 24일,0,0,2.25,2,0.833,1.25,0,1,0,2,1,0,0,1,4,0,0,4,1,1,14,0.286,15,65,1,0,1
김정훈,넥센,2016년 07월 28일,1,0,0,0,0.9,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,22,0,0,0
김정훈,넥센,2016년 08월 06일,1,0,6.75,1,0.829,1.5,0,1,1,1,0,0,0,1,1,0,0,1.1,1,1,5,0.2,7,27,0,0,0
김정훈,넥센,2016년 08월 12일,0,0,33.75,,1.667,3,0,0,2,0,1,0,0,5,4,0,0,1.1,5,1,7,0.571,9,43,1,0,1
김정훈,넥센,2016년 08월 14일,0,0,0,0,0.143,0.5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,6,0,7,20,0,0,0
김정훈,넥센,2016년 08월 17일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0
김정훈,넥센,2016년 08월 19일,0,0,0,,0.571,1.2,0,0,0,3,0,0,0,0,2,0,0,1.2,0,1,7,0.286,7,26,0,0,0
김정훈,넥센,2016년 08월 25일,0,0,4.91,0.5,0.74,1.09,0,2,0,1,0,0,0,2,2,0,0,3.2,2,1,11,0.182,14,49,0,0,1
김정훈,넥센,2016년 08월 31일,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,9,0,0,0
김정훈,넥센,2016년 09월 06일,0,0,0,,0.667,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,0.333,4,19,0,0,0
김정훈,넥센,2016년 09월 09일,0,0,6.23,0.2,0.635,1.85,0,5,0,1,1,0,0,3,3,0,0,4.1,3,1,14,0.214,20,93,1,0,0
김정훈,넥센,2016년 09월 13일,0,0,0,1,0.9,3,0,1,0,1,0,0,0,0,2,0,0,1,0,1,5,0.4,6,22,0,0,0
김정훈,넥센,2016년 09월 16일,0,0,0,0.5,0.634,1.33,0,2,0,1,1,0,1,0,6,0,0,6,0,1,21,0.286,23,80,0,0,0
김정훈,넥센,2016년 10월 05일,0,0,0,1,0.583,1.5,0,1,0,1,0,0,0,0,2,0,0,2,0,1,8,0.25,9,31,0,0,0
김정훈,넥센,2016년 10월 09일,1,0,0,,0.714,2,0,0,0,1,0,0,0,3,2,0,0,1,0,1,7,0.286,7,26,1,0,0
김정훈,넥센,2017년 04월 01일,1,0,4.5,,0.833,1,0,0,0,2,0,0,0,1,2,0,0,2,1,1,6,0.333,7,23,0,0,0
김정훈,넥센,2017년 09월 03일,0,0,9,,1,3,0,0,0,1,0,0,1,1,3,0,0,1,1,1,6,0.5,6,20,0,0,0
김정훈,넥센,2017년 09월 10일,0,0,9,,1.25,1,0,0,0,2,0,0,0,1,1,0,0,1,1,1,4,0.25,4,13,0,0,1
김정훈,넥센,2017년 09월 16일,1,0,13.5,0,1.181,3.75,0,1,0,0,0,0,0,2,4,0,0,1.1,2,1,8,0.5,9,24,0,0,0
김종훈,KIA,2017년 07월 05일,1,0,36,1,1.81,6,0,2,0,2,0,0,0,4,4,0,0,1,4,1,7,0.571,9,41,0,0,1
김주한,SK,2016년 05월 29일,1,0,0,,0.75,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,14,0,0,0
김주한,SK,2016년 06월 04일,1,0,0,3,0.381,0.5,0,1,1,3,0,0,0,0,1,0,0,4,0,1,12,0.083,14,52,0,0,0
김주한,SK,2016년 06월 07일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,4,15,0,0,0
김주한,SK,2016년 06월 09일,0,0,4.5,3,0.583,1.5,0,1,0,3,0,0,1,1,2,0,0,2,1,1,8,0.25,9,39,0,0,0
김주한,SK,2016년 06월 17일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김주한,SK,2016년 06월 21일,0,0,3.38,,0.6,1.13,0,0,0,3,0,0,0,1,3,0,0,2.2,1,1,10,0.3,11,40,0,0,0
김주한,SK,2016년 06월 25일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0
김주한,SK,2016년 06월 26일,0,0,36,,2,4,0,0,0,0,0,0,0,4,4,0,0,1,4,1,7,0.571,7,27,0,0,2
김주한,SK,2016년 06월 30일,0,0,9,1,0.933,3,0,2,0,2,0,0,0,1,1,0,0,1,1,1,3,0.333,5,27,0,0,0
김주한,SK,2016년 07월 02일,0,0,3.38,0,0.473,1.13,0,1,0,0,0,0,0,1,2,0,0,2.2,1,1,10,0.2,11,57,0,0,0
김주한,SK,2016년 07월 09일,0,0,9,,0.8,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,5,0.4,5,24,0,0,0
김주한,SK,2016년 07월 14일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김주한,SK,2016년 07월 20일,0,0,9,,1.4,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,5,0.4,5,22,0,0,1
김주한,SK,2016년 07월 22일,0,0,0,0,0.533,1.5,0,1,0,0,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,22,0,0,0
김주한,SK,2016년 07월 29일,2,0,20.25,,1.467,2.63,0,0,0,3,1,0,0,6,7,0,0,2.2,6,1,15,0.467,15,50,0,0,2
김주한,SK,2016년 08월 04일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,7,0,7,22,0,0,0
김주한,SK,2016년 08월 07일,0,0,0,1,0.3,0.75,0,2,1,2,0,0,0,0,0,0,0,2.2,0,1,7,0,10,46,0,0,0
김주한,SK,2016년 08월 11일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1.2,0,1,6,0,6,26,0,1,0
김주한,SK,2016년 08월 13일,0,0,0,1,0.542,1.2,0,1,1,1,0,0,0,0,1,0,0,1.2,0,1,6,0.167,8,27,0,0,0
김주한,SK,2016년 08월 17일,0,0,0,,0.5,1,0,0,0,2,0,0,1,0,3,0,0,3,0,1,12,0.25,12,45,0,0,0
김주한,SK,2016년 08월 20일,0,0,0,,0.5,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,4,0.25,4,18,0,0,0
김주한,SK,2016년 08월 23일,1,0,18,,1.238,3,0,0,1,1,0,0,0,2,3,0,0,1,2,1,6,0.5,7,23,1,0,0
김주한,SK,2016년 08월 26일,0,0,0,,0.286,0.43,0,0,0,2,0,0,0,0,1,0,0,2.1,0,1,7,0.143,8,26,0,0,0
김주한,SK,2016년 08월 30일,1,0,0,,0.75,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,15,0,0,0
김주한,SK,2016년 09월 02일,0,0,0,1,0.762,1.8,0,1,0,1,0,0,0,0,2,0,0,1.2,0,1,6,0.333,7,26,0,0,0
김주한,SK,2016년 09월 04일,1,0,9,,1,2,0,0,0,1,0,0,0,1,2,0,0,1,1,1,5,0.4,5,21,0,0,0
김주한,SK,2016년 09월 08일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,11,0,0,0
김주한,SK,2016년 09월 13일,0,0,0,3,0.311,0.75,0,1,0,3,0,0,0,0,1,0,0,2.2,0,1,9,0.111,10,50,0,0,0
김주한,SK,2016년 09월 18일,2,1,2.45,,0.875,1.36,0,0,0,3,0,0,0,1,5,0,0,3.2,1,1,16,0.313,16,59,0,0,0
김주한,SK,2016년 09월 23일,0,0,0,,0.857,2.25,0,0,0,2,0,0,0,0,3,0,0,1.1,0,1,7,0.429,7,35,0,0,0
김주한,SK,2016년 10월 01일,0,0,0,,0.286,0.38,0,0,0,2,0,0,0,0,1,0,0,2.2,0,1,7,0.143,7,26,0,1,0
김주한,SK,2016년 10월 08일,0,0,0,,0,0,0,0,0,2,0,0,1,0,0,0,0,1.1,0,1,4,0,4,17,0,0,0
김주한,SK,2017년 04월 07일,0,0,2.25,1.67,0.675,1.5,0,3,2,5,1,0,0,1,3,0,0,4,1,1,13,0.231,19,80,0,0,0
김주한,SK,2017년 04월 13일,1,0,19.64,2,1.126,2.73,0,1,0,2,1,0,0,8,9,0,0,3.2,8,1,20,0.45,21,84,0,0,1
김주한,SK,2017년 04월 19일,0,0,0,0,0.452,1,0,1,0,0,0,0,1,0,1,0,0,2,0,1,6,0.167,7,34,0,0,0
김주한,SK,2017년 04월 23일,0,0,6.75,2,1.262,2.25,0,1,0,2,0,0,0,2,2,0,0,1.1,1,1,6,0.333,7,27,0,0,1
김주한,SK,2017년 04월 25일,0,0,0,1,0.333,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,3,10,0,0,0
김주한,SK,2017년 04월 27일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김주한,SK,2017년 04월 29일,0,0,27,,1,3,0,0,0,0,0,0,0,3,3,0,0,1,3,1,6,0.5,6,29,0,0,0
김주한,SK,2017년 05월 05일,1,2,5.4,1.5,0.938,1.4,0,2,0,3,1,0,0,3,5,0,0,5,3,1,17,0.294,20,68,0,0,0
김주한,SK,2017년 05월 11일,0,0,4.5,,1,1.5,0,0,0,2,0,0,0,1,3,0,0,2,1,1,9,0.333,9,26,0,0,1
김주한,SK,2017년 05월 14일,0,0,0,,0.571,1,0,0,0,1,0,0,1,0,2,0,0,2,0,1,7,0.286,7,24,0,0,0
김주한,SK,2017년 05월 17일,0,1,9,0,1.3,3,0,1,0,0,0,0,0,2,2,0,0,1,1,1,5,0.4,7,20,1,0,0
김주한,SK,2017년 05월 18일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,17,0,1,0
김주한,SK,2017년 05월 20일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,17,0,0,0
김주한,SK,2017년 05월 21일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김주한,SK,2017년 05월 26일,0,0,5.4,0,1.133,1.2,0,1,0,0,0,0,0,1,1,0,0,1.2,1,1,5,0.2,6,23,0,1,1
김주한,SK,2017년 05월 27일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,1,0
김주한,SK,2017년 05월 28일,0,0,6.75,,1.2,2.25,0,0,0,0,0,0,0,1,3,0,0,1.1,1,1,5,0.6,5,20,0,1,0
김주한,SK,2017년 06월 02일,0,0,0,,0.4,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,5,0.2,5,22,0,0,0
김주한,SK,2017년 06월 04일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,6,0,1,0
김주한,SK,2017년 06월 06일,1,0,0,1,1.167,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,3,0.333,4,20,0,0,0
김주한,SK,2017년 06월 10일,0,0,0,,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,6,0,6,24,0,0,0
김주한,SK,2017년 06월 14일,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1.1,0,1,5,0,5,19,0,0,0
김주한,SK,2017년 06월 15일,0,0,9,0,1.314,5,0,2,0,0,0,1,0,1,3,0,0,1,1,1,5,0.6,7,27,0,0,0
김주한,SK,2017년 06월 17일,0,1,9,,1.5,2,0,0,0,0,0,0,0,1,2,0,0,1,1,1,4,0.5,4,13,0,0,0
김주한,SK,2017년 06월 22일,0,0,0,1,0.65,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,5,18,0,0,0
김주한,SK,2017년 06월 23일,1,0,0,,0.75,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,4,0.25,4,16,0,0,0
김주한,SK,2017년 06월 27일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
김주한,SK,2017년 06월 28일,0,0,0,,0.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,4,20,0,1,0
김주한,SK,2017년 06월 30일,0,0,9,0,0.65,2,0,1,0,0,0,0,1,1,1,0,0,1,1,1,4,0.25,6,20,0,0,0
김주한,SK,2017년 07월 05일,0,0,6.75,,1,0.75,0,0,0,0,0,0,1,1,1,0,0,1.1,1,1,5,0.2,5,21,0,0,1
김주한,SK,2017년 07월 09일,0,0,0,1,0.2,0.6,0,1,0,1,0,0,0,0,0,0,0,1.2,0,1,4,0,5,19,0,0,0
김주한,SK,2017년 07월 12일,0,0,0,0,0.452,1.2,0,1,0,0,0,0,0,0,1,0,0,1.2,0,1,6,0.167,7,26,0,0,0
김주한,SK,2017년 07월 23일,0,0,0,,0.4,0.75,0,0,0,1,0,0,0,0,1,0,0,1.1,0,1,5,0.2,5,11,0,0,0
김주한,SK,2017년 07월 25일,1,0,6.75,2,0.829,1.5,1,1,1,2,0,0,0,1,1,0,0,1.1,1,1,5,0.2,7,27,0,1,0
김주한,SK,2017년 07월 26일,0,0,0,2,0.65,2,0,1,0,2,0,0,0,0,1,0,0,1,0,1,4,0.25,5,16,0,0,0
김주한,SK,2017년 07월 28일,1,0,0,2,0.9,2,1,1,0,2,0,0,1,0,1,0,0,1,0,1,4,0.25,5,22,0,0,0
김주한,SK,2017년 08월 02일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,21,0,1,0
김주한,SK,2017년 08월 04일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,1,0
김주한,SK,2017년 08월 05일,1,0,27,,1.667,3,0,0,0,1,0,0,0,3,3,0,0,1,3,1,6,0.5,6,29,1,0,1
김주한,SK,2017년 08월 09일,1,0,0,,0.625,1,0,0,0,1,0,0,0,0,2,0,0,2,0,1,8,0.25,8,23,0,0,0
김주한,SK,2017년 08월 17일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
김주한,SK,2017년 08월 18일,0,0,0,,0.5,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,19,0,0,0
김주한,SK,2017년 08월 26일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,7,0,1,0
김주한,SK,2017년 09월 10일,0,0,9,,0.9,2,0,0,1,0,0,0,0,1,2,0,0,1,1,1,5,0.4,6,13,0,0,0
김주한,SK,2017년 09월 12일,0,0,0,,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0.5,4,11,0,0,0
김준,KIA,2015년 05월 27일,1,0,0,,1,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,5,0.4,5,23,0,0,0
김준,KIA,2015년 05월 29일,0,0,0,,0.667,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0.333,3,9,0,0,0
김준,KIA,2015년 07월 09일,1,0,0,,0.476,0.6,0,0,0,0,0,0,0,0,1,0,0,1.2,0,1,6,0.167,7,27,0,0,0
김지용,LG,2015년 03월 31일,1,0,11.57,4,1.144,2.14,1,1,0,4,0,0,0,3,4,0,0,2.1,3,1,11,0.364,12,47,0,0,1
김지용,LG,2015년 04월 11일,1,0,0,1,0.633,1.5,0,1,0,1,0,0,0,0,2,0,0,2,0,1,9,0.222,10,30,0,0,0
김지용,LG,2015년 04월 18일,0,0,0,,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1.1,0,1,4,0,5,17,0,0,0
김지용,LG,2015년 04월 21일,0,0,0,0,0.65,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,4,0.25,5,20,0,0,0
김지용,LG,2015년 04월 24일,0,0,6.75,,1,0.75,0,0,0,3,0,0,0,1,1,0,0,1.1,1,1,5,0.2,5,22,0,0,1
김지용,LG,2015년 05월 19일,1,0,0,,0.75,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,0.25,4,11,0,0,0
김지용,LG,2015년 05월 20일,1,0,3.38,2,0.97,1.5,0,1,0,2,0,0,0,1,3,0,0,2.2,1,1,11,0.273,12,36,1,0,1
김지용,LG,2015년 05월 23일,2,0,20.25,,1.25,3,0,0,0,0,0,0,0,3,4,0,0,1.1,3,1,8,0.5,8,18,0,0,0
김지용,LG,2015년 07월 03일,0,0,0,0,0.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,16,0,0,0
김지용,LG,2015년 07월 04일,1,0,10.8,,1.143,1.2,0,0,0,1,0,0,0,2,2,0,0,1.2,2,1,7,0.286,7,27,0,0,1
김지용,LG,2015년 07월 07일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,10,0,0,0
김지용,LG,2015년 07월 11일,0,0,0,,0.308,0.55,0,0,0,2,0,0,0,0,2,0,0,3.2,0,1,13,0.154,13,48,0,0,0
김지용,LG,2015년 08월 19일,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김지용,LG,2015년 08월 28일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,8,0,0,0
김지용,LG,2015년 08월 30일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,9,0,0,0
김지용,LG,2015년 09월 01일,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,3,0,3,13,0,0,0
김지용,LG,2015년 09월 04일,0,0,0,1,0.167,0.5,0,1,0,1,0,0,1,0,0,0,0,2,0,1,5,0,6,30,0,0,0
김지용,LG,2015년 09월 12일,0,0,0,,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,4,0.5,4,14,0,0,0
김지용,LG,2015년 09월 21일,1,0,0,1,1,2.4,1,2,0,2,0,0,0,0,2,0,0,1.2,0,1,6,0.333,8,33,0,0,0
김지용,LG,2015년 09월 27일,0,0,0,1,0.25,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,0,4,22,0,0,0
김지용,LG,2015년 10월 01일,0,0,0,0.5,0.4,1.2,0,2,0,1,0,0,0,0,0,0,0,1.2,0,1,3,0,5,25,0,0,0
김지용,LG,2016년 04월 19일,0,0,9,0,1,3,0,1,0,0,0,0,0,1,2,0,0,1,1,1,4,0.5,6,19,0,0,0
김지용,LG,2016년 04월 21일,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,12,0,0,0
김지용,LG,2016년 04월 22일,1,1,7.36,,1.162,1.64,0,0,1,3,0,0,0,3,6,0,0,3.2,3,1,16,0.375,17,59,0,0,1
김지용,LG,2016년 06월 01일,1,0,4.5,,0.929,1,0,0,1,1,0,0,0,1,2,0,0,2,1,1,6,0.333,7,19,0,0,0
김지용,LG,2016년 06월 18일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,3,16,0,0,0
김지용,LG,2016년 06월 22일,1,0,0,1,0.733,1.5,1,1,0,1,0,0,0,0,1,0,0,1.1,0,1,5,0.2,6,19,0,0,0
김지용,LG,2016년 06월 28일,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1.2,0,1,5,0,5,12,0,0,0
김지용,LG,2016년 06월 30일,0,0,0,,0,0,0,0,0,4,0,0,1,0,0,0,0,2.1,0,1,7,0,7,38,0,0,0
